Cycle=2_Fc=2-1_X	Cycle=2_Fc=2-1_Y	Cycle=3_Fc=2-1_X	Cycle=3_Fc=2-1_Y	Cycle=4_Fc=2-1_X	Cycle=4_Fc=2-1_Y	Cycle=5_Fc=2-1_X	Cycle=5_Fc=2-1_Y	Cycle=6_Fc=2-1_X	Cycle=6_Fc=2-1_Y	Cycle=7_Fc=2-1_X	Cycle=7_Fc=2-1_Y	Cycle=8_Fc=2-1_X	Cycle=8_Fc=2-1_Y	Cycle=9_Fc=2-1_X	Cycle=9_Fc=2-1_Y	Cycle=10_Fc=2-1_X	Cycle=10_Fc=2-1_Y	Cycle=11_Fc=2-1_X	Cycle=11_Fc=2-1_Y	Cycle=12_Fc=2-1_X	Cycle=12_Fc=2-1_Y	Cycle=13_Fc=2-1_X	Cycle=13_Fc=2-1_Y	Cycle=14_Fc=2-1_X	Cycle=14_Fc=2-1_Y
540,8	0,78241	540,8	1,64764	540,8	2,07733	540,8	1,71094	540,8	1,74335	540,8	1,40546	540,8	1,32733	540,8	1,19141	540,8	0,914063	540,8	0,833191	540,8	0,778503	540,8	0,743347	540,8	0,743347
540,9	0,793762	540,9	1,67542	540,9	2,0672	540,9	1,71759	540,9	1,73322	540,9	1,39142	540,9	1,30939	540,9	1,20197	540,9	0,912903	540,9	0,813293	540,9	0,768372	540,9	0,741028	540,9	0,752747
541	0,830078	541	1,69452	541	2,07538	541	1,75	541	1,73749	541	1,39374	541	1,29803	541	1,21796	541	0,917175	541	0,811707	541	0,760925	541	0,760925	541	0,75116
541,1	0,873047	541,1	1,72266	541,1	2,07813	541,1	1,80469	541,1	1,73828	541,1	1,39648	541,1	1,31836	541,1	1,20898	541,1	0,927734	541,1	0,813293	541,1	0,773438	541,1	0,761719	541,1	0,773438
541,2	0,922668	541,2	1,74805	541,2	2,10547	541,2	1,82031	541,2	1,75391	541,2	1,4082	541,2	1,33398	541,2	1,22461	541,2	0,939453	541,2	0,826172	541,2	0,783203	541,2	0,783997	541,2	0,793762
541,3	0,893372	541,3	1,72931	541,3	2,10236	541,3	1,80548	541,3	1,7547	541,3	1,41565	541,3	1,33948	541,3	1,21368	541,3	0,93634	541,3	0,813293	541,3	0,772278	541,3	0,778137	541,3	0,78009
541,4	0,916016	541,4	1,72656	541,4	2,125	541,4	1,83984	541,4	1,77148	541,4	1,46875	541,4	1,35742	541,4	1,25195	541,4	0,960938	541,4	0,847656	541,4	0,805481	541,4	0,802734	541,4	0,806641
541,5	0,905457	541,5	1,69843	541,5	2,1203	541,5	1,81952	541,5	1,78436	541,5	1,47968	541,5	1,34491	541,5	1,22186	541,5	0,934753	541,5	0,841003	541,5	0,8078	541,5	0,788269	541,5	0,794128
541,6	0,894531	541,6	1,67969	541,6	2,11603	541,6	1,8125	541,6	1,79376	541,6	1,49219	541,6	1,33984	541,6	1,19336	541,6	0,931641	541,6	0,853516	541,6	0,792969	541,6	0,783203	541,6	0,783203
541,7	0,859375	541,7	1,67969	541,7	2,12695	541,7	1,79688	541,7	1,8125	541,7	1,50195	541,7	1,3125	541,7	1,17383	541,7	0,9375	541,7	0,830078	541,7	0,775391	541,7	0,794922	541,7	0,775391
541,8	0,833984	541,8	1,67773	541,8	2,13086	541,8	1,79102	541,8	1,81836	541,8	1,49609	541,8	1,29297	541,8	1,16602	541,8	0,939453	541,8	0,826965	541,8	0,771484	541,8	0,791016	541,8	0,798828
541,9	0,828125	541,9	1,67578	541,9	2,125	541,9	1,76758	541,9	1,80078	541,9	1,47266	541,9	1,26758	541,9	1,16797	541,9	0,957031	541,9	0,828125	541,9	0,75	541,9	0,775391	541,9	0,789063
542	0,816406	542	1,6543	542	2,0957	542	1,77539	542	1,77734	542	1,45508	542	1,24219	542	1,15118	542	0,955078	542	0,802734	542	0,726563	542	0,765625	542	0,767578
542,1	0,798828	542,1	1,6582	542,1	2,08008	542,1	1,76563	542,1	1,74219	542,1	1,42383	542,1	1,22656	542,1	1,13477	542,1	0,953918	542,1	0,783203	542,1	0,71875	542,1	0,7547	542,1	0,738281
542,2	0,8125	542,2	1,66992	542,2	2,05859	542,2	1,77618	542,2	1,74219	542,2	1,4129	542,2	1,22461	542,2	1,1543	542,2	0,953125	542,2	0,775391	542,2	0,730469	542,2	0,769531	542,2	0,735168
542,3	0,8125	542,3	1,6582	542,3	2,05273	542,3	1,77148	542,3	1,71094	542,3	1,4043	542,3	1,21484	542,3	1,15039	542,3	0,939453	542,3	0,779297	542,3	0,72345	542,3	0,757813	542,3	0,724609
542,4	0,853516	542,4	1,68359	542,4	2,09375	542,4	1,82227	542,4	1,75	542,4	1,42383	542,4	1,25391	542,4	1,18555	542,4	0,962891	542,4	0,814453	542,4	0,746094	542,4	0,814453	542,4	0,765625
542,5	0,857422	542,5	1,68945	542,5	2,0918	542,5	1,80859	542,5	1,76367	542,5	1,4375	542,5	1,2793	542,5	1,17969	542,5	0,976563	542,5	0,814453	542,5	0,738281	542,5	0,814453	542,5	0,769531
542,6	0,882813	542,6	1,69922	542,6	2,12305	542,6	1,8418	542,6	1,78516	542,6	1,46289	542,6	1,30078	542,6	1,21484	542,6	1,0332	542,6	0,855469	542,6	0,779297	542,6	0,847656	542,6	0,818359
542,7	0,882813	542,7	1,70508	542,7	2,14337	542,7	1,82422	542,7	1,81445	542,7	1,48828	542,7	1,29688	542,7	1,22852	542,7	1,04297	542,7	0,869934	542,7	0,789063	542,7	0,850403	542,7	0,830078
542,8	0,854675	542,8	1,66913	542,8	2,13983	542,8	1,7785	542,8	1,78125	542,8	1,46991	542,8	1,28046	542,8	1,21014	542,8	1,0293	542,8	0,856628	542,8	0,760925	542,8	0,825378	542,8	0,811707
542,9	0,839844	542,9	1,6543	542,9	2,11133	542,9	1,76367	542,9	1,76367	542,9	1,45898	542,9	1,27148	542,9	1,20508	542,9	1,01953	542,9	0,845703	542,9	0,739075	542,9	0,806641	542,9	0,799622
543	0,810547	543	1,65314	543	2,10156	543	1,74023	543	1,75977	543	1,4375	543	1,27423	543	1,18243	543	0,996094	543	0,828125	543	0,744141	543	0,796875	543	0,785156
543,1	0,819153	543,1	1,66992	543,1	2,11523	543,1	1,72656	543,1	1,76172	543,1	1,4375	543,1	1,26563	543,1	1,17188	543,1	0,978516	543,1	0,830078	543,1	0,734375	543,1	0,791016	543,1	0,78125
543,2	0,841797	543,2	1,67383	543,2	2,12305	543,2	1,74103	543,2	1,77148	543,2	1,45197	543,2	1,30469	543,2	1,18359	543,2	0,972656	543,2	0,833984	543,2	0,744141	543,2	0,802734	543,2	0,794922
543,3	0,849609	543,3	1,68555	543,3	2,13477	543,3	1,75977	543,3	1,78125	543,3	1,49023	543,3	1,31445	543,3	1,17383	543,3	0,992981	543,3	0,844543	543,3	0,744141	543,3	0,806641	543,3	0,814453
543,4	0,853516	543,4	1,66992	543,4	2,12891	543,4	1,73828	543,4	1,78125	543,4	1,48242	543,4	1,30078	543,4	1,16016	543,4	0,980469	543,4	0,835938	543,4	0,740234	543,4	0,799622	543,4	0,830078
543,5	0,820313	543,5	1,64258	543,5	2,10938	543,5	1,71289	543,5	1,75	543,5	1,45898	543,5	1,25977	543,5	1,10938	543,5	0,939453	543,5	0,810547	543,5	0,713684	543,5	0,771484	543,5	0,801575
543,6	0,832031	543,6	1,64258	543,6	2,13751	543,6	1,72656	543,6	1,76367	543,6	1,4668	543,6	1,24884	543,6	1,11328	543,6	0,9375	543,6	0,820313	543,6	0,724609	543,6	0,775391	543,6	0,804688
543,7	0,820313	543,7	1,64063	543,7	2,13086	543,7	1,71875	543,7	1,75195	543,7	1,45898	543,7	1,24609	543,7	1,09064	543,7	0,916016	543,7	0,792969	543,7	0,701172	543,7	0,767578	543,7	0,792969
543,8	0,819519	543,8	1,64569	543,8	2,1203	543,8	1,74335	543,8	1,73944	543,8	1,45508	543,8	1,24725	543,8	1,08319	543,8	0,924988	543,8	0,792175	543,8	0,686707	543,8	0,780457	543,8	0,786316
543,9	0,841797	543,9	1,64258	543,9	2,14258	543,9	1,76758	543,9	1,74493	543,9	1,45703	543,9	1,24414	543,9	1,10938	543,9	0,908203	543,9	0,779297	543,9	0,701172	543,9	0,794922	543,9	0,794922
544	0,863281	544	1,67773	544	2,17773	544	1,79492	544	1,76953	544	1,47852	544	1,2832	544	1,125	544	0,917969	544	0,809387	544	0,708984	544	0,841797	544	0,802734
544,1	0,877747	544,1	1,70001	544,1	2,1875	544,1	1,81329	544,1	1,76758	544,1	1,47852	544,1	1,28595	544,1	1,12695	544,1	0,933594	544,1	0,822266	544,1	0,720703	544,1	0,846497	544,1	0,826172
544,2	0,888672	544,2	1,68945	544,2	2,1875	544,2	1,82813	544,2	1,76367	544,2	1,49219	544,2	1,29102	544,2	1,13867	544,2	0,951965	544,2	0,830078	544,2	0,729309	544,2	0,861328	544,2	0,828918
544,3	0,898438	544,3	1,72461	544,3	2,20782	544,3	1,83789	544,3	1,81055	544,3	1,51837	544,3	1,30664	544,3	1,16992	544,3	1	544,3	0,865234	544,3	0,730469	544,3	0,880859	544,3	0,871094
544,4	0,90625	544,4	1,74023	544,4	2,19727	544,4	1,83594	544,4	1,80664	544,4	1,50781	544,4	1,29883	544,4	1,16602	544,4	0,996094	544,4	0,878906	544,4	0,732422	544,4	0,886719	544,4	0,865234
544,5	0,916016	544,5	1,76367	544,5	2,20703	544,5	1,86133	544,5	1,82892	544,5	1,52344	544,5	1,32617	544,5	1,19336	544,5	1,02734	544,5	0,894531	544,5	0,755859	544,5	0,933594	544,5	0,859375
544,6	0,948425	544,6	1,80975	544,6	2,23944	544,6	1,89178	544,6	1,86249	544,6	1,55585	544,6	1,35077	544,6	1,21014	544,6	1,07343	544,6	0,911316	544,6	0,790222	544,6	0,950378	544,6	0,891785
544,7	0,921875	544,7	1,79767	544,7	2,22266	544,7	1,90234	544,7	1,85547	544,7	1,54297	544,7	1,35547	544,7	1,21368	544,7	1,0918	544,7	0,928528	544,7	0,794922	544,7	0,955078	544,7	0,894531
544,8	0,922668	544,8	1,79688	544,8	2,22266	544,8	1,90509	544,8	1,86133	544,8	1,55273	544,8	1,36914	544,8	1,20898	544,8	1,11212	544,8	0,935547	544,8	0,796875	544,8	0,944153	544,8	0,888672
544,9	0,917969	544,9	1,78516	544,9	2,22461	544,9	1,89453	544,9	1,83594	544,9	1,53125	544,9	1,35547	544,9	1,21484	544,9	1,0957	544,9	0,927734	544,9	0,805481	544,9	0,933594	544,9	0,880859
545	0,902344	545	1,7832	545	2,20703	545	1,89453	545	1,84375	545	1,50586	545	1,35822	545	1,20313	545	1,0957	545	0,914063	545	0,794922	545	0,894531	545	0,867981
545,1	0,90625	545,1	1,79297	545,1	2,20392	545,1	1,92188	545,1	1,85547	545,1	1,53711	545,1	1,375	545,1	1,22852	545,1	1,11328	545,1	0,925781	545,1	0,826172	545,1	0,916016	545,1	0,892578
545,2	0,902344	545,2	1,80273	545,2	2,19336	545,2	1,92188	545,2	1,86328	545,2	1,55157	545,2	1,37891	545,2	1,25195	545,2	1,10156	545,2	0,923828	545,2	0,814453	545,2	0,904297	545,2	0,894531
545,3	0,904297	545,3	1,82617	545,3	2,20508	545,3	1,92188	545,3	1,88086	545,3	1,56055	545,3	1,39453	545,3	1,27539	545,3	1,10938	545,3	0,931641	545,3	0,822266	545,3	0,908203	545,3	0,892578
545,4	0,908203	545,4	1,81329	545,4	2,22852	545,4	1,92853	545,4	1,8797	545,4	1,57422	545,4	1,41992	545,4	1,26056	545,4	1,09766	545,4	0,940247	545,4	0,845703	545,4	0,904297	545,4	0,880859
545,5	0,893738	545,5	1,79413	545,5	2,21405	545,5	1,90936	545,5	1,85077	545,5	1,56366	545,5	1,39648	545,5	1,25897	545,5	1,08905	545,5	0,942566	545,5	0,815613	545,5	0,905457	545,5	0,866394
545,6	0,897278	545,6	1,77344	545,6	2,20313	545,6	1,89844	545,6	1,86133	545,6	1,57227	545,6	1,38477	545,6	1,26563	545,6	1,07892	545,6	0,921875	545,6	0,789063	545,6	0,869141	545,6	0,871094
545,7	0,894531	545,7	1,77344	545,7	2,21368	545,7	1,91406	545,7	1,8457	545,7	1,5625	545,7	1,38672	545,7	1,26563	545,7	1,07422	545,7	0,919922	545,7	0,78125	545,7	0,875793	545,7	0,855469
545,8	0,900391	545,8	1,7832	545,8	2,23438	545,8	1,88867	545,8	1,83008	545,8	1,56915	545,8	1,39063	545,8	1,28125	545,8	1,06055	545,8	0,912109	545,8	0,759766	545,8	0,871094	545,8	0,861328
545,9	0,912109	545,9	1,78986	545,9	2,25	545,9	1,88867	545,9	1,83398	545,9	1,55859	545,9	1,39453	545,9	1,28906	545,9	1,04883	545,9	0,910156	545,9	0,750793	545,9	0,880859	545,9	0,869934
546	0,925781	546	1,80664	546	2,24609	546	1,88086	546	1,85742	546	1,58594	546	1,41406	546	1,29688	546	1,05664	546	0,914063	546	0,757813	546	0,908203	546	0,888672
546,1	0,917969	546,1	1,79102	546,1	2,25	546,1	1,87891	546,1	1,86407	546,1	1,58008	546,1	1,40625	546,1	1,28906	546,1	1,07031	546,1	0,902344	546,1	0,761719	546,1	0,896484	546,1	0,867188
546,2	0,927734	546,2	1,78827	546,2	2,25702	546,2	1,85272	546,2	1,86639	546,2	1,57343	546,2	1,39569	546,2	1,28516	546,2	1,07343	546,2	0,905457	546,2	0,7453	546,2	0,885925	546,2	0,866394
546,3	0,925781	546,3	1,7793	546,3	2,2832	546,3	1,85822	546,3	1,86719	546,3	1,57422	546,3	1,39728	546,3	1,27344	546,3	1,07031	546,3	0,897278	546,3	0,755859	546,3	0,900391	546,3	0,851563
546,4	0,888672	546,4	1,76172	546,4	2,25391	546,4	1,86523	546,4	1,84961	546,4	1,55859	546,4	1,37695	546,4	1,23047	546,4	1,05859	546,4	0,892578	546,4	0,730469	546,4	0,875	546,4	0,839844
546,5	0,892578	546,5	1,76837	546,5	2,23907	546,5	1,86133	546,5	1,83984	546,5	1,55664	546,5	1,36133	546,5	1,23633	546,5	1,04688	546,5	0,871094	546,5	0,705078	546,5	0,859375	546,5	0,830078
546,6	0,888672	546,6	1,76172	546,6	2,23047	546,6	1,86914	546,6	1,8418	546,6	1,54492	546,6	1,36328	546,6	1,2207	546,6	1,03986	546,6	0,841797	546,6	0,710938	546,6	0,862122	546,6	0,816406
546,7	0,892578	546,7	1,76953	546,7	2,23047	546,7	1,88867	546,7	1,83594	546,7	1,55939	546,7	1,36133	546,7	1,2207	546,7	1,03906	546,7	0,841797	546,7	0,730469	546,7	0,880859	546,7	0,820313
546,8	0,903137	546,8	1,76563	546,8	2,24414	546,8	1,91211	546,8	1,8457	546,8	1,56445	546,8	1,36719	546,8	1,2207	546,8	1,04492	546,8	0,845703	546,8	0,735168	546,8	0,886719	546,8	0,836731
546,9	0,905457	546,9	1,7746	546,9	2,25897	546,9	1,92694	546,9	1,87891	546,9	1,58905	546,9	1,38007	546,9	1,21014	546,9	1,0578	546,9	0,860535	546,9	0,75116	546,9	0,889832	546,9	0,850769
547	0,908203	547	1,7793	547	2,26758	547	1,9375	547	1,88086	547	1,5957	547	1,38086	547	1,20898	547	1,05469	547	0,863281	547	0,75	547	0,880859	547	0,841797
547,1	0,908203	547,1	1,78906	547,1	2,28711	547,1	1,94531	547,1	1,87695	547,1	1,58789	547,1	1,36523	547,1	1,21875	547,1	1,05859	547,1	0,850403	547,1	0,759766	547,1	0,855469	547,1	0,839844
547,2	0,904297	547,2	1,79297	547,2	2,2793	547,2	1,94611	547,2	1,86523	547,2	1,58984	547,2	1,3457	547,2	1,20898	547,2	1,05273	547,2	0,845703	547,2	0,746094	547,2	0,855469	547,2	0,832031
547,3	0,904297	547,3	1,80859	547,3	2,25781	547,3	1,96484	547,3	1,86133	547,3	1,60352	547,3	1,34961	547,3	1,18945	547,3	1,03906	547,3	0,841797	547,3	0,759766	547,3	0,859375	547,3	0,820313
547,4	0,912109	547,4	1,82813	547,4	2,27228	547,4	1,98047	547,4	1,87305	547,4	1,63086	547,4	1,37384	547,4	1,19141	547,4	1,03711	547,4	0,853516	547,4	0,773438	547,4	0,882813	547,4	0,837891
547,5	0,929688	547,5	1,83868	547,5	2,2793	547,5	1,96875	547,5	1,86719	547,5	1,625	547,5	1,38086	547,5	1,20001	547,5	1,03906	547,5	0,851563	547,5	0,791016	547,5	0,900391	547,5	0,839844
547,6	0,947266	547,6	1,83984	547,6	2,31836	547,6	1,97656	547,6	1,86914	547,6	1,62695	547,6	1,39648	547,6	1,19531	547,6	1,04767	547,6	0,859375	547,6	0,808594	547,6	0,908997	547,6	0,859375
547,7	0,988281	547,7	1,8457	547,7	2,33008	547,7	1,99805	547,7	1,89063	547,7	1,63867	547,7	1,41211	547,7	1,19141	547,7	1,07031	547,7	0,871094	547,7	0,806641	547,7	0,902344	547,7	0,871887
547,8	0,978516	547,8	1,83984	547,8	2,33984	547,8	1,98633	547,8	1,89063	547,8	1,62305	547,8	1,41211	547,8	1,20117	547,8	1,07031	547,8	0,867188	547,8	0,789856	547,8	0,900391	547,8	0,861328
547,9	0,96875	547,9	1,8457	547,9	2,32422	547,9	1,96875	547,9	1,89532	547,9	1,61407	547,9	1,42578	547,9	1,18555	547,9	1,05469	547,9	0,875	547,9	0,796875	547,9	0,873047	547,9	0,84375
548	0,96875	548	1,84491	548	2,30975	548	1,96796	548	1,90155	548	1,61639	548	1,43671	548	1,20038	548	1,06952	548	0,861328	548	0,798035	548	0,8703	548	0,84491
548,1	0,957031	548,1	1,83789	548,1	2,29688	548,1	1,96564	548,1	1,90039	548,1	1,59766	548,1	1,43359	548,1	1,19922	548,1	1,04688	548,1	0,849609	548,1	0,792969	548,1	0,873047	548,1	0,816406
548,2	0,972656	548,2	1,84375	548,2	2,2793	548,2	1,95898	548,2	1,9043	548,2	1,58398	548,2	1,43359	548,2	1,20313	548,2	1,02734	548,2	0,875	548,2	0,794922	548,2	0,875	548,2	0,794922
548,3	1,01367	548,3	1,86719	548,3	2,29767	548,3	1,9707	548,3	1,93945	548,3	1,59766	548,3	1,45508	548,3	1,21875	548,3	1,04767	548,3	0,876953	548,3	0,808594	548,3	0,894531	548,3	0,798828
548,4	1	548,4	1,85938	548,4	2,29102	548,4	1,97852	548,4	1,94141	548,4	1,58984	548,4	1,45197	548,4	1,24103	548,4	1,06055	548,4	0,882813	548,4	0,820313	548,4	0,890625	548,4	0,800781
548,5	0,998047	548,5	1,85547	548,5	2,28906	548,5	1,96484	548,5	1,91992	548,5	1,58789	548,5	1,43164	548,5	1,23047	548,5	1,04492	548,5	0,861328	548,5	0,810547	548,5	0,8797	548,5	0,800781
548,6	1,01172	548,6	1,84845	548,6	2,29883	548,6	1,9668	548,6	1,92969	548,6	1,60352	548,6	1,43164	548,6	1,23633	548,6	1,03906	548,6	0,861328	548,6	0,809387	548,6	0,867188	548,6	0,804688
548,7	0,996094	548,7	1,8418	548,7	2,28125	548,7	1,95898	548,7	1,92188	548,7	1,57031	548,7	1,41211	548,7	1,23242	548,7	1,01953	548,7	0,841797	548,7	0,792969	548,7	0,841797	548,7	0,78595
548,8	0,978516	548,8	1,85742	548,8	2,27539	548,8	1,95703	548,8	1,92578	548,8	1,56836	548,8	1,40234	548,8	1,25	548,8	1	548,8	0,841797	548,8	0,796875	548,8	0,851563	548,8	0,78125
548,9	0,953125	548,9	1,84961	548,9	2,25977	548,9	1,94727	548,9	1,91095	548,9	1,56445	548,9	1,40039	548,9	1,25	548,9	0,988281	548,9	0,840637	548,9	0,78125	548,9	0,837891	548,9	0,771484
549	0,944153	549	1,85547	549	2,28516	549	1,93243	549	1,89648	549	1,56525	549	1,39648	549	1,25586	549	0,994141	549	0,828125	549	0,777344	549	0,849609	549	0,777344
549,1	0,940613	549,1	1,83514	549,1	2,2746	549,1	1,93475	549,1	1,90155	549,1	1,55975	549,1	1,38983	549,1	1,25897	549,1	0,977722	549,1	0,831238	549,1	0,770691	549,1	0,850769	549,1	0,770691
549,2	0,933594	549,2	1,83398	549,2	2,26367	549,2	1,92383	549,2	1,90625	549,2	1,56055	549,2	1,37579	549,2	1,25391	549,2	0,992188	549,2	0,845703	549,2	0,765625	549,2	0,830078	549,2	0,785156
549,3	0,953125	549,3	1,84961	549,3	2,28125	549,3	1,94141	549,3	1,89453	549,3	1,58398	549,3	1,39258	549,3	1,284	549,3	1,02228	549,3	0,859375	549,3	0,783203	549,3	0,84375	549,3	0,809387
549,4	0,943359	549,4	1,84766	549,4	2,2832	549,4	1,95703	549,4	1,89453	549,4	1,58789	549,4	1,40039	549,4	1,28516	549,4	1,04883	549,4	0,878906	549,4	0,789063	549,4	0,854309	549,4	0,826172
549,5	0,939453	549,5	1,84961	549,5	2,28986	549,5	1,94922	549,5	1,90039	549,5	1,57031	549,5	1,38867	549,5	1,26563	549,5	1,04297	549,5	0,871094	549,5	0,746094	549,5	0,857422	549,5	0,816406
549,6	0,923828	549,6	1,83203	549,6	2,28516	549,6	1,92969	549,6	1,90625	549,6	1,55078	549,6	1,36719	549,6	1,26563	549,6	1,03125	549,6	0,857422	549,6	0,727356	549,6	0,841797	549,6	0,818359
549,7	0,921875	549,7	1,83203	549,7	2,29297	549,7	1,92188	549,7	1,89258	549,7	1,5332	549,7	1,36523	549,7	1,25977	549,7	1,01563	549,7	0,864075	549,7	0,714844	549,7	0,84375	549,7	0,824219
549,8	0,927734	549,8	1,8457	549,8	2,31055	549,8	1,94727	549,8	1,92072	549,8	1,56836	549,8	1,38867	549,8	1,25977	549,8	1,05469	549,8	0,882813	549,8	0,732422	549,8	0,871094	549,8	0,832031
549,9	0,927734	549,9	1,82733	549,9	2,29803	549,9	1,92694	549,9	1,90741	549,9	1,5578	549,9	1,38007	549,9	1,24921	549,9	1,05194	549,9	0,8703	549,9	0,71991	549,9	0,860535	549,9	0,83905
550	0,949219	550	1,84259	550	2,3125	550	1,92969	550	1,9082	550	1,57306	550	1,38477	550	1,25391	550	1,06836	550	0,871094	550	0,734375	550	0,869141	550	0,833984
550,1	0,958984	550,1	1,86523	550,1	2,32227	550,1	1,9754	550,1	1,94922	550,1	1,57813	550,1	1,39844	550,1	1,26758	550,1	1,08673	550,1	0,873047	550,1	0,748047	550,1	0,878906	550,1	0,837891
550,2	0,964844	550,2	1,88086	550,2	2,32813	550,2	1,97852	550,2	1,95117	550,2	1,56445	550,2	1,40039	550,2	1,25977	550,2	1,09961	550,2	0,890625	550,2	0,759766	550,2	0,878906	550,2	0,850403
550,3	0,949219	550,3	1,86914	550,3	2,33789	550,3	1,97656	550,3	1,94922	550,3	1,54883	550,3	1,41992	550,3	1,23907	550,3	1,09961	550,3	0,890625	550,3	0,759766	550,3	0,888672	550,3	0,839844
550,4	0,939453	550,4	1,84961	550,4	2,34064	550,4	1,96875	550,4	1,94141	550,4	1,53906	550,4	1,42072	550,4	1,23047	550,4	1,08594	550,4	0,890625	550,4	0,75	550,4	0,886719	550,4	0,822266
550,5	0,939453	550,5	1,84961	550,5	2,34375	550,5	1,96484	550,5	1,94922	550,5	1,55273	550,5	1,41602	550,5	1,24414	550,5	1,07422	550,5	0,875793	550,5	0,7547	550,5	0,883606	550,5	0,824219
550,6	0,917969	550,6	1,84961	550,6	2,33984	550,6	1,98633	550,6	1,92969	550,6	1,56836	550,6	1,42188	550,6	1,25391	550,6	1,07813	550,6	0,890625	550,6	0,771484	550,6	0,871094	550,6	0,833984
550,7	0,923828	550,7	1,83398	550,7	2,33398	550,7	1,98242	550,7	1,94611	550,7	1,56445	550,7	1,41602	550,7	1,24023	550,7	1,08398	550,7	0,90625	550,7	0,765625	550,7	0,855469	550,7	0,822266
550,8	0,949219	550,8	1,85938	550,8	2,35938	550,8	2,00079	550,8	1,98047	550,8	1,58789	550,8	1,44141	550,8	1,26953	550,8	1,09766	550,8	0,921875	550,8	0,787109	550,8	0,867188	550,8	0,833984
550,9	0,951172	550,9	1,87891	550,9	2,3418	550,9	2,01172	550,9	1,97461	550,9	1,56836	550,9	1,42383	550,9	1,27344	550,9	1,0965	550,9	0,923828	550,9	0,773438	550,9	0,853516	550,9	0,854309
551	0,96875	551	1,87891	551	2,36914	551	2,03516	551	2,00195	551	1,58789	551	1,45117	551	1,31055	551	1,12695	551	0,951172	551	0,791016	551	0,871094	551	0,873047
551,1	0,971863	551,1	1,87891	551,1	2,37421	551,1	2,04022	551,1	1,99921	551,1	1,58319	551,1	1,46014	551,1	1,29883	551,1	1,12811	551,1	0,950378	551,1	0,790222	551,1	0,858582	551,1	0,880066
551,2	0,96759	551,2	1,87891	551,2	2,34766	551,2	2,02734	551,2	1,98047	551,2	1,57892	551,2	1,44531	551,2	1,30078	551,2	1,10938	551,2	0,960938	551,2	0,779297	551,2	0,859375	551,2	0,886719
551,3	0,978516	551,3	1,875	551,3	2,34845	551,3	2,03711	551,3	1,97461	551,3	1,58789	551,3	1,45001	551,3	1,29883	551,3	1,11719	551,3	0,969543	551,3	0,779297	551,3	0,869141	551,3	0,873047
551,4	0,994141	551,4	1,875	551,4	2,35352	551,4	2,04688	551,4	1,98828	551,4	1,61328	551,4	1,45508	551,4	1,32422	551,4	1,12305	551,4	0,972656	551,4	0,783997	551,4	0,864075	551,4	0,884766
551,5	1,00781	551,5	1,88867	551,5	2,35547	551,5	2,07111	551,5	2,00977	551,5	1,61914	551,5	1,4707	551,5	1,31836	551,5	1,12891	551,5	0,980469	551,5	0,791016	551,5	0,861328	551,5	0,900391
551,6	0,988281	551,6	1,87891	551,6	2,34766	551,6	2,08789	551,6	1,99884	551,6	1,60352	551,6	1,4668	551,6	1,31836	551,6	1,12695	551,6	0,980469	551,6	0,789063	551,6	0,845703	551,6	0,898438
551,7	1,01758	551,7	1,89844	551,7	2,36914	551,7	2,09766	551,7	2,02148	551,7	1,59961	551,7	1,4707	551,7	1,33008	551,7	1,13867	551,7	0,982422	551,7	0,810547	551,7	0,871094	551,7	0,91095
551,8	0,984375	551,8	1,9043	551,8	2,36914	551,8	2,09375	551,8	2,00977	551,8	1,60742	551,8	1,4707	551,8	1,32813	551,8	1,13867	551,8	0,976563	551,8	0,806641	551,8	0,861328	551,8	0,896484
551,9	0,992188	551,9	1,89453	551,9	2,37305	551,9	2,08203	551,9	2,01563	551,9	1,59375	551,9	1,48047	551,9	1,31525	551,9	1,12891	551,9	0,986328	551,9	0,804688	551,9	0,861328	551,9	0,896484
552	0,998047	552	1,9082	552	2,38867	552	2,10742	552	2,01953	552	1,61719	552	1,50977	552	1,33008	552	1,159	552	0,994141	552	0,830078	552	0,875	552	0,900391
552,1	1,00079	552,1	1,91095	552,1	2,37695	552,1	2,09961	552,1	2,00195	552,1	1,60547	552,1	1,50275	552,1	1,30273	552,1	1,14063	552,1	1,01172	552,1	0,822266	552,1	0,871094	552,1	0,892578
552,2	1,01874	552,2	1,92694	552,2	2,37811	552,2	2,11639	552,2	2,02069	552,2	1,60938	552,2	1,50116	552,2	1,32928	552,2	1,1496	552,2	1,02069	552,2	0,829285	552,2	0,889832	552,2	0,897644
552,3	1,01563	552,3	1,92969	552,3	2,39844	552,3	2,13672	552,3	2,0293	552,3	1,61914	552,3	1,50195	552,3	1,32031	552,3	1,14844	552,3	1,02539	552,3	0,840637	552,3	0,889465	552,3	0,890625
552,4	1,01172	552,4	1,93359	552,4	2,4082	552,4	2,13086	552,4	2,04376	552,4	1,63281	552,4	1,51367	552,4	1,34375	552,4	1,16211	552,4	1,01837	552,4	0,851563	552,4	0,884766	552,4	0,904297
552,5	1,00977	552,5	1,95117	552,5	2,409	552,5	2,13751	552,5	2,0625	552,5	1,65039	552,5	1,52148	552,5	1,35938	552,5	1,16992	552,5	1,03125	552,5	0,851563	552,5	0,890625	552,5	0,931641
