Cycle=2_Fc=2-1_X	Cycle=2_Fc=2-1_Y	Cycle=3_Fc=2-1_X	Cycle=3_Fc=2-1_Y	Cycle=4_Fc=2-1_X	Cycle=4_Fc=2-1_Y	Cycle=5_Fc=2-1_X	Cycle=5_Fc=2-1_Y	Cycle=6_Fc=2-1_X	Cycle=6_Fc=2-1_Y	Cycle=7_Fc=2-1_X	Cycle=7_Fc=2-1_Y	Cycle=8_Fc=2-1_X	Cycle=8_Fc=2-1_Y	Cycle=9_Fc=2-1_X	Cycle=9_Fc=2-1_Y	Cycle=10_Fc=2-1_X	Cycle=10_Fc=2-1_Y	Cycle=11_Fc=2-1_X	Cycle=11_Fc=2-1_Y	Cycle=12_Fc=2-1_X	Cycle=12_Fc=2-1_Y	Cycle=13_Fc=2-1_X	Cycle=13_Fc=2-1_Y	Cycle=14_Fc=2-1_X	Cycle=14_Fc=2-1_Y
845,9	2,69727	845,9	5,17773	845,9	5,81445	845,9	4,69336	845,9	4,00586	845,9	2,72266	845,9	2,03125	845,9	1,24414	845,9	0,212891	845,9	-0,320313	845,9	-1,21289	845,9	-2,08789	845,9	-5,91016
846	2,67773	846	5,1582	846	5,79883	846	4,67773	846	3,99023	846	2,69727	846	2,01172	846	1,23438	846	0,1875	846	-0,339844	846	-1,23438	846	-2,09497	846	-5,91602
846,1	2,66797	846,1	5,17383	846,1	5,80859	846,1	4,69727	846,1	4,00781	846,1	2,70313	846,1	2,03125	846,1	1,22656	846,1	0,188232	846,1	-0,330078	846,1	-1,23242	846,1	-2,08789	846,1	-5,90552
846,2	2,6582	846,2	5,15314	846,2	5,8125	846,2	4,6875	846,2	4,00195	846,2	2,68945	846,2	2,03125	846,2	1,23047	846,2	0,193359	846,2	-0,335938	846,2	-1,23438	846,2	-2,08984	846,2	-5,89453
846,3	2,68359	846,3	5,1543	846,3	5,81836	846,3	4,69727	846,3	4,02539	846,3	2,70898	846,3	2,05664	846,3	1,24414	846,3	0,210938	846,3	-0,303955	846,3	-1,23047	846,3	-2,06445	846,3	-5,875
846,4	2,68359	846,4	5,16602	846,4	5,81445	846,4	4,69141	846,4	4,01563	846,4	2,71289	846,4	2,05664	846,4	1,24805	846,4	0,199219	846,4	-0,308594	846,4	-1,2207	846,4	-2,07031	846,4	-5,87695
846,5	2,69141	846,5	5,15234	846,5	5,82227	846,5	4,70117	846,5	4,00977	846,5	2,74103	846,5	2,06055	846,5	1,26758	846,5	0,222656	846,5	-0,289063	846,5	-1,2168	846,5	-2,04688	846,5	-5,87695
846,6	2,68829	846,6	5,15625	846,6	5,83868	846,6	4,69336	846,6	4,01758	846,6	2,75586	846,6	2,06055	846,6	1,27026	846,6	0,238281	846,6	-0,289063	846,6	-1,20117	846,6	-2,04102	846,6	-5,8645
846,7	2,68945	846,7	5,14453	846,7	5,84961	846,7	4,68243	846,7	3,99219	846,7	2,75	846,7	2,05078	846,7	1,26172	846,7	0,238281	846,7	-0,308594	846,7	-1,2207	846,7	-2,04614	846,7	-5,85352
846,8	2,68945	846,8	5,13672	846,8	5,84766	846,8	4,67578	846,8	3,99805	846,8	2,75	846,8	2,06055	846,8	1,27148	846,8	0,25	846,8	-0,308594	846,8	-1,21802	846,8	-2,04883	846,8	-5,85352
846,9	2,67383	846,9	5,125	846,9	5,8457	846,9	4,68359	846,9	3,98242	846,9	2,74023	846,9	2,0625	846,9	1,25586	846,9	0,253906	846,9	-0,302734	846,9	-1,21289	846,9	-2,06445	846,9	-5,85352
847	2,66797	847	5,13281	847	5,83008	847	4,67773	847	3,96484	847	2,75977	847	2,06055	847	1,25391	847	0,257813	847	-0,298828	847	-1,21484	847	-2,06641	847	-5,8418
847,1	2,67969	847,1	5,1543	847,1	5,82031	847,1	4,68359	847,1	3,97656	847,1	2,74609	847,1	2,08008	847,1	1,26953	847,1	0,267578	847,1	-0,298828	847,1	-1,20898	847,1	-2,07031	847,1	-5,85547
847,2	2,70313	847,2	5,16016	847,2	5,83008	847,2	4,68164	847,2	3,99023	847,2	2,75	847,2	2,08984	847,2	1,29102	847,2	0,293701	847,2	-0,289063	847,2	-1,19922	847,2	-2,07227	847,2	-5,84497
847,3	2,71289	847,3	5,20313	847,3	5,83008	847,3	4,69922	847,3	4,00195	847,3	2,76953	847,3	2,08984	847,3	1,30078	847,3	0,310547	847,3	-0,265625	847,3	-1,19141	847,3	-2,05664	847,3	-5,82031
847,4	2,71484	847,4	5,21484	847,4	5,83984	847,4	4,70898	847,4	4,00781	847,4	2,78906	847,4	2,08984	847,4	1,32031	847,4	0,310547	847,4	-0,248047	847,4	-1,17383	847,4	-2,05981	847,4	-5,80469
847,5	2,71289	847,5	5,21289	847,5	5,83984	847,5	4,70898	847,5	3,99219	847,5	2,80078	847,5	2,08008	847,5	1,32031	847,5	0,310547	847,5	-0,243408	847,5	-1,19531	847,5	-2,05469	847,5	-5,80469
847,6	2,71405	847,6	5,22577	847,6	5,82928	847,6	4,70819	847,6	3,99725	847,6	2,77655	847,6	2,0871	847,6	1,31952	847,6	0,299988	847,6	-0,250793	847,6	-1,19025	847,6	-2,06525	847,6	-5,80548
847,7	2,73242	847,7	5,24298	847,7	5,82813	847,7	4,73828	847,7	3,99414	847,7	2,7793	847,7	2,08472	847,7	1,33203	847,7	0,292969	847,7	-0,234375	847,7	-1,18677	847,7	-2,07617	847,7	-5,79614
847,8	2,73828	847,8	5,24609	847,8	5,81836	847,8	4,73438	847,8	4,00586	847,8	2,77539	847,8	2,07813	847,8	1,3457	847,8	0,285156	847,8	-0,232422	847,8	-1,18945	847,8	-2,07031	847,8	-5,80859
847,9	2,72656	847,9	5,22266	847,9	5,79688	847,9	4,70703	847,9	3,98828	847,9	2,73828	847,9	2,05078	847,9	1,31836	847,9	0,251953	847,9	-0,255859	847,9	-1,20703	847,9	-2,07617	847,9	-5,83203
848	2,73126	848	5,25195	848	5,82227	848	4,71094	848	4	848	2,75781	848	2,06445	848	1,3418	848	0,271484	848	-0,236328	848	-1,19531	848	-2,06641	848	-5,81641
848,1	2,72461	848,1	5,24609	848,1	5,81445	848,1	4,72656	848,1	4,00586	848,1	2,74414	848,1	2,05664	848,1	1,34375	848,1	0,257813	848,1	-0,238281	848,1	-1,19922	848,1	-2,05591	848,1	-5,83594
848,2	2,73828	848,2	5,24023	848,2	5,82813	848,2	4,71289	848,2	4,00586	848,2	2,74414	848,2	2,05078	848,2	1,35034	848,2	0,267578	848,2	-0,232422	848,2	-1,19336	848,2	-2,04883	848,2	-5,82031
848,3	2,72266	848,3	5,24414	848,3	5,81836	848,3	4,70703	848,3	3,99023	848,3	2,74414	848,3	2,04102	848,3	1,35156	848,3	0,267578	848,3	-0,244141	848,3	-1,19531	848,3	-2,03125	848,3	-5,81567
848,4	2,72461	848,4	5,2207	848,4	5,82227	848,4	4,70117	848,4	3,98438	848,4	2,74023	848,4	2,03516	848,4	1,33594	848,4	0,251953	848,4	-0,263672	848,4	-1,19531	848,4	-2,02539	848,4	-5,81445
848,5	2,71289	848,5	5,22266	848,5	5,81836	848,5	4,7168	848,5	3,98047	848,5	2,73828	848,5	2,04102	848,5	1,32031	848,5	0,262451	848,5	-0,289063	848,5	-1,19727	848,5	-2,01953	848,5	-5,8418
848,6	2,72852	848,6	5,22461	848,6	5,83398	848,6	4,74609	848,6	3,99609	848,6	2,72461	848,6	2,04688	848,6	1,32031	848,6	0,279297	848,6	-0,279297	848,6	-1,18164	848,6	-2,02539	848,6	-5,81641
848,7	2,72852	848,7	5,22266	848,7	5,81836	848,7	4,73633	848,7	3,99414	848,7	2,73242	848,7	2,04492	848,7	1,31445	848,7	0,292969	848,7	-0,279297	848,7	-1,17505	848,7	-1,99609	848,7	-5,81641
848,8	2,71289	848,8	5,22266	848,8	5,83282	848,8	4,72656	848,8	4,00977	848,8	2,75	848,8	2,06055	848,8	1,31055	848,8	0,3125	848,8	-0,294922	848,8	-1,16406	848,8	-1,97583	848,8	-5,82617
848,9	2,72852	848,9	5,22461	848,9	5,83594	848,9	4,73907	848,9	3,99609	848,9	2,75586	848,9	2,05664	848,9	1,28711	848,9	0,335938	848,9	-0,28833	848,9	-1,16797	848,9	-1,96875	848,9	-5,82544
849	2,74298	849	5,24414	849	5,84375	849	4,75977	849	4,01563	849	2,76953	849	2,07617	849	1,29492	849	0,34375	849	-0,263672	849	-1,1543	849	-1,96094	849	-5,79883
849,1	2,76563	849,1	5,25	849,1	5,85156	849,1	4,76953	849,1	4,01758	849,1	2,76953	849,1	2,07227	849,1	1,30469	849,1	0,34375	849,1	-0,257813	849,1	-1,14453	849,1	-1,96484	849,1	-5,79883
849,2	2,78516	849,2	5,25861	849,2	5,85938	849,2	4,77344	849,2	4,01953	849,2	2,77734	849,2	2,08594	849,2	1,29883	849,2	0,376953	849,2	-0,251953	849,2	-1,14063	849,2	-1,96094	849,2	-5,78906
849,3	2,77344	849,3	5,25977	849,3	5,85938	849,3	4,77148	849,3	4,0293	849,3	2,78906	849,3	2,07422	849,3	1,28906	849,3	0,373047	849,3	-0,263672	849,3	-1,14063	849,3	-1,9668	849,3	-5,78125
849,4	2,76563	849,4	5,23047	849,4	5,84961	849,4	4,76563	849,4	4,02539	849,4	2,78516	849,4	2,08008	849,4	1,27539	849,4	0,375	849,4	-0,257813	849,4	-1,16992	849,4	-1,98047	849,4	-5,77856
849,5	2,75391	849,5	5,2207	849,5	5,83008	849,5	4,75977	849,5	4,01642	849,5	2,76953	849,5	2,07227	849,5	1,26367	849,5	0,354248	849,5	-0,263672	849,5	-1,17578	849,5	-1,99536	849,5	-5,80859
849,6	2,76953	849,6	5,23047	849,6	5,86523	849,6	4,75391	849,6	4,04297	849,6	2,76953	849,6	2,08203	849,6	1,28589	849,6	0,365234	849,6	-0,234375	849,6	-1,15356	849,6	-1,99023	849,6	-5,7793
849,7	2,77344	849,7	5,23633	849,7	5,88086	849,7	4,75977	849,7	4,05273	849,7	2,75977	849,7	2,08667	849,7	1,2832	849,7	0,351563	849,7	-0,224609	849,7	-1,14648	849,7	-1,98438	849,7	-5,7793
849,8	2,78046	849,8	5,23749	849,8	5,88593	849,8	4,76874	849,8	4,06757	849,8	2,7785	849,8	2,09882	849,8	1,30194	849,8	0,360535	849,8	-0,211731	849,8	-1,13751	849,8	-1,98907	849,8	-5,76373
849,9	2,77734	849,9	5,24219	849,9	5,89063	849,9	4,77539	849,9	4,08398	849,9	2,76367	849,9	2,08008	849,9	1,30859	849,9	0,337891	849,9	-0,216797	849,9	-1,14648	849,9	-2,00195	849,9	-5,76563
850	2,75781	850	5,24414	850	5,9043	850	4,7832	850	4,07617	850	2,74805	850	2,08984	850	1,30859	850	0,318359	850	-0,210205	850	-1,14063	850	-2,02148	850	-5,75586
850,1	2,75781	850,1	5,23242	850,1	5,90234	850,1	4,77734	850,1	4,06055	850,1	2,74805	850,1	2,0918	850,1	1,33984	850,1	0,322266	850,1	-0,214844	850,1	-1,12695	850,1	-2,01367	850,1	-5,76172
850,2	2,74805	850,2	5,22461	850,2	5,89453	850,2	4,76367	850,2	4,04688	850,2	2,74414	850,2	2,07813	850,2	1,32617	850,2	0,304688	850,2	-0,228516	850,2	-1,15039	850,2	-2	850,2	-5,76563
850,3	2,7215	850,3	5,21094	850,3	5,89063	850,3	4,74023	850,3	4,0332	850,3	2,72656	850,3	2,06445	850,3	1,3125	850,3	0,271484	850,3	-0,230469	850,3	-1,13672	850,3	-2,03125	850,3	-5,77734
850,4	2,72461	850,4	5,21484	850,4	5,90234	850,4	4,76172	850,4	4,03516	850,4	2,72266	850,4	2,04688	850,4	1,32813	850,4	0,283203	850,4	-0,240234	850,4	-1,14063	850,4	-2,03052	850,4	-5,78638
850,5	2,72852	850,5	5,23242	850,5	5,9129	850,5	4,76172	850,5	4,03125	850,5	2,71094	850,5	2,04492	850,5	1,32227	850,5	0,267578	850,5	-0,234375	850,5	-1,14575	850,5	-2,02148	850,5	-5,79688
850,6	2,75	850,6	5,26172	850,6	5,93945	850,6	4,77734	850,6	4,05469	850,6	2,72852	850,6	2,05078	850,6	1,33398	850,6	0,292969	850,6	-0,21875	850,6	-1,13477	850,6	-2,01563	850,6	-5,76563
850,7	2,73047	850,7	5,23438	850,7	5,91602	850,7	4,77344	850,7	4,03711	850,7	2,70508	850,7	2,03125	850,7	1,33008	850,7	0,279297	850,7	-0,238281	850,7	-1,17188	850,7	-2,03906	850,7	-5,78906
850,8	2,74023	850,8	5,22345	850,8	5,9043	850,8	4,78125	850,8	4,02539	850,8	2,70898	850,8	2,03125	850,8	1,33472	850,8	0,283936	850,8	-0,234375	850,8	-1,19336	850,8	-2,02539	850,8	-5,79028
850,9	2,74219	850,9	5,24023	850,9	5,91211	850,9	4,78711	850,9	4,00977	850,9	2,71173	850,9	2,0332	850,9	1,33984	850,9	0,279297	850,9	-0,236328	850,9	-1,18164	850,9	-2,03711	850,9	-5,79102
851	2,73828	851	5,2207	851	5,89453	851	4,75391	851	3,99609	851	2,73633	851	2,01563	851	1,32031	851	0,279297	851	-0,239502	851	-1,18945	851	-2,04614	851	-5,79492
851,1	2,74023	851,1	5,20703	851,1	5,86914	851,1	4,73828	851,1	3,98633	851,1	2,72656	851,1	2,00195	851,1	1,31055	851,1	0,259766	851,1	-0,267578	851,1	-1,21289	851,1	-2,04883	851,1	-5,80469
851,2	2,73047	851,2	5,20508	851,2	5,87109	851,2	4,73828	851,2	3,98633	851,2	2,73047	851,2	2,00195	851,2	1,30078	851,2	0,25	851,2	-0,273438	851,2	-1,2207	851,2	-2,05469	851,2	-5,80005
851,3	2,71484	851,3	5,19922	851,3	5,85547	851,3	4,71289	851,3	3,98633	851,3	2,71484	851,3	1,99023	851,3	1,29102	851,3	0,25	851,3	-0,279297	851,3	-1,23047	851,3	-2,06641	851,3	-5,79883
851,4	2,74219	851,4	5,19922	851,4	5,85352	851,4	4,73126	851,4	3,98047	851,4	2,73047	851,4	1,99023	851,4	1,31445	851,4	0,259766	851,4	-0,257813	851,4	-1,25	851,4	-2,06055	851,4	-5,79102
851,5	2,74219	851,5	5,19336	851,5	5,88281	851,5	4,72852	851,5	3,99414	851,5	2,74023	851,5	2,01367	851,5	1,31055	851,5	0,263672	851,5	-0,263672	851,5	-1,24536	851,5	-2,05078	851,5	-5,77148
851,6	2,73358	851,6	5,20624	851,6	5,88397	851,6	4,72382	851,6	3,98553	851,6	2,75507	851,6	2,00507	851,6	1,32928	851,6	0,258972	851,6	-0,258606	851,6	-1,24884	851,6	-2,05939	851,6	-5,76642
851,7	2,73047	851,7	5,22266	851,7	5,91797	851,7	4,74219	851,7	3,97852	851,7	2,76953	851,7	2,02417	851,7	1,35352	851,7	0,267578	851,7	-0,259766	851,7	-1,23633	851,7	-2,03638	851,7	-5,75781
851,8	2,73633	851,8	5,21875	851,8	5,91211	851,8	4,74805	851,8	3,99023	851,8	2,77344	851,8	2,03125	851,8	1,35938	851,8	0,271484	851,8	-0,265625	851,8	-1,22656	851,8	-2,02539	851,8	-5,75317
851,9	2,72852	851,9	5,23828	851,9	5,92383	851,9	4,73438	851,9	4,00586	851,9	2,78516	851,9	2,03711	851,9	1,34961	851,9	0,283203	851,9	-0,259766	851,9	-1,2207	851,9	-2,02539	851,9	-5,75195
852	2,72852	852	5,25	852	5,9082	852	4,74219	852	4,01367	852	2,78906	852	2,03516	852	1,33984	852	0,292969	852	-0,265625	852	-1,23633	852	-2,00586	852	-5,75195
852,1	2,74103	852,1	5,25195	852,1	5,91992	852,1	4,77734	852,1	4,02734	852,1	2,76758	852,1	2,06055	852,1	1,35156	852,1	0,296875	852,1	-0,247314	852,1	-1,2207	852,1	-1,99805	852,1	-5,73828
852,2	2,74414	852,2	5,27344	852,2	5,92383	852,2	4,78711	852,2	4,03516	852,2	2,77344	852,2	2,07031	852,2	1,35352	852,2	0,306641	852,2	-0,228516	852,2	-1,2207	852,2	-1,99023	852,2	-5,72583
852,3	2,75195	852,3	5,28204	852,3	5,9422	852,3	4,80664	852,3	4,03906	852,3	2,7832	852,3	2,08008	852,3	1,33789	852,3	0,316406	852,3	-0,228516	852,3	-1,19263	852,3	-1,97656	852,3	-5,71094
852,4	2,76758	852,4	5,29883	852,4	5,98828	852,4	4,8457	852,4	4,06836	852,4	2,81836	852,4	2,11328	852,4	1,35742	852,4	0,352295	852,4	-0,205078	852,4	-1,16992	852,4	-1,9375	852,4	-5,67188
852,5	2,75781	852,5	5,29883	852,5	5,96484	852,5	4,82422	852,5	4,06836	852,5	2,78516	852,5	2,11719	852,5	1,33862	852,5	0,359375	852,5	-0,228516	852,5	-1,16992	852,5	-1,9563	852,5	-5,67578
852,6	2,76367	852,6	5,29492	852,6	5,95313	852,6	4,82227	852,6	4,07031	852,6	2,75977	852,6	2,0957	852,6	1,32031	852,6	0,339844	852,6	-0,224609	852,6	-1,18555	852,6	-1,96875	852,6	-5,69458
852,7	2,75586	852,7	5,27734	852,7	5,94531	852,7	4,82422	852,7	4,05664	852,7	2,75586	852,7	2,09766	852,7	1,30078	852,7	0,339844	852,7	-0,222656	852,7	-1,17773	852,7	-1,96484	852,7	-5,69336
852,8	2,75195	852,8	5,25195	852,8	5,92188	852,8	4,81641	852,8	4,05859	852,8	2,75781	852,8	2,08984	852,8	1,3125	852,8	0,347656	852,8	-0,226563	852,8	-1,18555	852,8	-1,95703	852,8	-5,68555
852,9	2,75781	852,9	5,25586	852,9	5,92578	852,9	4,81641	852,9	4,05939	852,9	2,75391	852,9	2,09961	852,9	1,31641	852,9	0,337891	852,9	-0,208984	852,9	-1,20117	852,9	-1,96094	852,9	-5,68555
853	2,75781	853	5,23438	853	5,92383	853	4,80664	853	4,05078	853	2,76953	853	2,09961	853	1,32422	853	0,332031	853	-0,214844	853	-1,18555	853	-1,95703	853	-5,66211
853,1	2,75391	853,1	5,23047	853,1	5,92969	853,1	4,80273	853,1	4,03711	853,1	2,75977	853,1	2,10156	853,1	1,33008	853,1	0,349609	853,1	-0,222656	853,1	-1,16992	853,1	-1,96094	853,1	-5,65039
853,2	2,76367	853,2	5,2207	853,2	5,92969	853,2	4,79297	853,2	4,03125	853,2	2,7793	853,2	2,0918	853,2	1,33008	853,2	0,353516	853,2	-0,214111	853,2	-1,16528	853,2	-1,96411	853,2	-5,63989
853,3	2,76953	853,3	5,20508	853,3	5,91992	853,3	4,79883	853,3	4,03711	853,3	2,7793	853,3	2,08203	853,3	1,33398	853,3	0,359375	853,3	-0,203125	853,3	-1,16406	853,3	-1,95898	853,3	-5,64453
853,4	2,75781	853,4	5,18945	853,4	5,89453	853,4	4,77344	853,4	4,02734	853,4	2,75391	853,4	2,05664	853,4	1,34961	853,4	0,347656	853,4	-0,212891	853,4	-1,17969	853,4	-1,98047	853,4	-5,63867
853,5	2,75781	853,5	5,17969	853,5	5,87305	853,5	4,74805	853,5	4,02148	853,5	2,74023	853,5	2,03516	853,5	1,33984	853,5	0,328125	853,5	-0,244141	853,5	-1,17383	853,5	-1,99414	853,5	-5,65039
853,6	2,76251	853,6	5,18359	853,6	5,9043	853,6	4,76172	853,6	4,02539	853,6	2,74023	853,6	2,04102	853,6	1,35352	853,6	0,298828	853,6	-0,234375	853,6	-1,17383	853,6	-1,9707	853,6	-5,62109
853,7	2,76563	853,7	5,19531	853,7	5,92578	853,7	4,79297	853,7	4,02734	853,7	2,75586	853,7	2,05664	853,7	1,375	853,7	0,289795	853,7	-0,238281	853,7	-1,16211	853,7	-1,94922	853,7	-5,61841
853,8	2,77539	853,8	5,18945	853,8	5,92383	853,8	4,78204	853,8	4,04297	853,8	2,75	853,8	2,05542	853,8	1,3855	853,8	0,310547	853,8	-0,224609	853,8	-1,16406	853,8	-1,93481	853,8	-5,60938
853,9	2,76678	853,9	5,19922	853,9	5,93475	853,9	4,80585	853,9	4,05194	853,9	2,76678	853,9	2,0578	853,9	1,37225	853,9	0,309753	853,9	-0,227356	853,9	-1,159	853,9	-1,92853	853,9	-5,60431
854	2,75781	854	5,18945	854	5,91992	854	4,79688	854	4,04883	854	2,76172	854	2,05469	854	1,36914	854	0,322266	854	-0,240234	854	-1,1582	854	-1,9375	854	-5,60742
854,1	2,75781	854,1	5,19922	854,1	5,92188	854,1	4,80273	854,1	4,05469	854,1	2,75391	854,1	2,03711	854,1	1,37891	854,1	0,333984	854,1	-0,230469	854,1	-1,16211	854,1	-1,91992	854,1	-5,61719
854,2	2,74219	854,2	5,20313	854,2	5,9129	854,2	4,80273	854,2	4,03906	854,2	2,74805	854,2	2,03125	854,2	1,37891	854,2	0,3125	854,2	-0,235596	854,2	-1,15552	854,2	-1,93555	854,2	-5,62622
854,3	2,74414	854,3	5,20508	854,3	5,92578	854,3	4,81445	854,3	4,06055	854,3	2,75391	854,3	2,01172	854,3	1,36523	854,3	0,294922	854,3	-0,242188	854,3	-1,1582	854,3	-1,92578	854,3	-5,63867
854,4	2,70898	854,4	5,19727	854,4	5,91016	854,4	4,79883	854,4	4,05664	854,4	2,73633	854,4	2,00781	854,4	1,33984	854,4	0,279297	854,4	-0,257813	854,4	-1,16797	854,4	-1,92969	854,4	-5,64453
854,5	2,72852	854,5	5,19922	854,5	5,9043	854,5	4,8125	854,5	4,04492	854,5	2,74414	854,5	2	854,5	1,33008	854,5	0,273438	854,5	-0,238281	854,5	-1,17969	854,5	-1,92188	854,5	-5,66016
854,6	2,72852	854,6	5,19922	854,6	5,91406	854,6	4,82227	854,6	4,04297	854,6	2,73828	854,6	2	854,6	1,33398	854,6	0,271484	854,6	-0,224609	854,6	-1,18945	854,6	-1,91528	854,6	-5,67578
854,7	2,70313	854,7	5,20313	854,7	5,9043	854,7	4,80859	854,7	4,01953	854,7	2,74805	854,7	1,99609	854,7	1,32031	854,7	0,269531	854,7	-0,224609	854,7	-1,20117	854,7	-1,91992	854,7	-5,69141
854,8	2,69531	854,8	5,18945	854,8	5,88672	854,8	4,77539	854,8	4,00781	854,8	2,74609	854,8	1,98828	854,8	1,30078	854,8	0,269531	854,8	-0,228516	854,8	-1,18945	854,8	-1,91797	854,8	-5,68945
854,9	2,67188	854,9	5,17773	854,9	5,89258	854,9	4,75195	854,9	3,98438	854,9	2,73828	854,9	1,99023	854,9	1,28906	854,9	0,238281	854,9	-0,246094	854,9	-1,2168	854,9	-1,94531	854,9	-5,72192
855	2,67383	855	5,1582	855	5,89453	855	4,74414	855	3,97656	855	2,71875	855	1,9707	855	1,2793	855	0,238281	855	-0,232422	855	-1,21021	855	-1,94922	855	-5,72852
855,1	2,67267	855,1	5,16992	855,1	5,91406	855,1	4,74219	855,1	3,96484	855,1	2,73828	855,1	1,99023	855,1	1,28394	855,1	0,223389	855,1	-0,244141	855,1	-1,19336	855,1	-1,94141	855,1	-5,73438
855,2	2,68555	855,2	5,16016	855,2	5,91992	855,2	4,74414	855,2	3,97656	855,2	2,73633	855,2	2,00195	855,2	1,28711	855,2	0,216797	855,2	-0,251953	855,2	-1,1875	855,2	-1,95313	855,2	-5,73438
855,3	2,69531	855,3	5,15509	855,3	5,92969	855,3	4,73828	855,3	4	855,3	2,7207	855,3	2,00195	855,3	1,27539	855,3	0,205078	855,3	-0,253906	855,3	-1,18359	855,3	-1,96997	855,3	-5,7207
855,4	2,69647	855,4	5,15741	855,4	5,92889	855,4	4,73358	855,4	3,99219	855,4	2,716	855,4	2,01093	855,4	1,28827	855,4	0,216003	855,4	-0,238342	855,4	-1,17853	855,4	-1,97736	855,4	-5,72467
855,5	2,69141	855,5	5,1582	855,5	5,93555	855,5	4,73047	855,5	3,98047	855,5	2,70703	855,5	1,99805	855,5	1,29297	855,5	0,210938	855,5	-0,25	855,5	-1,17773	855,5	-1,99609	855,5	-5,70313
855,6	2,70898	855,6	5,16016	855,6	5,96484	855,6	4,73242	855,6	4,00781	855,6	2,71484	855,6	2,0105	855,6	1,30078	855,6	0,25	855,6	-0,248047	855,6	-1,16016	855,6	-1,96875	855,6	-5,68555
855,7	2,70117	855,7	5,1582	855,7	5,95197	855,7	4,73633	855,7	4	855,7	2,72656	855,7	2,01953	855,7	1,29883	855,7	0,251953	855,7	-0,255859	855,7	-1,16797	855,7	-1,97656	855,7	-5,67773
855,8	2,73828	855,8	5,16406	855,8	5,98438	855,8	4,75586	855,8	4,00586	855,8	2,72266	855,8	2,01758	855,8	1,31445	855,8	0,273438	855,8	-0,240234	855,8	-1,16138	855,8	-1,9668	855,8	-5,66724
855,9	2,75195	855,9	5,15234	855,9	5,97266	855,9	4,77539	855,9	4	855,9	2,72852	855,9	2,02539	855,9	1,32422	855,9	0,261719	855,9	-0,236328	855,9	-1,14844	855,9	-1,96606	855,9	-5,66211
856	2,76367	856	5,17578	856	5,98438	856	4,80664	856	4,03125	856	2,75781	856	2,02734	856	1,33594	856	0,287109	856	-0,193359	856	-1,12891	856	-1,93945	856	-5,61914
856,1	2,73828	856,1	5,17383	856,1	5,96289	856,1	4,77734	856,1	4,02148	856,1	2,74805	856,1	2,02148	856,1	1,31445	856,1	0,271484	856,1	-0,234375	856,1	-1,14453	856,1	-1,95508	856,1	-5,63086
856,2	2,74805	856,2	5,17969	856,2	5,96484	856,2	4,77344	856,2	4,02734	856,2	2,75391	856,2	2,02148	856,2	1,31641	856,2	0,304688	856,2	-0,21875	856,2	-1,13867	856,2	-1,94531	856,2	-5,61523
856,3	2,74219	856,3	5,16992	856,3	5,95508	856,3	4,75275	856,3	4,01563	856,3	2,74023	856,3	2,01172	856,3	1,31445	856,3	0,283203	856,3	-0,224609	856,3	-1,1543	856,3	-1,95898	856,3	-5,61523
856,4	2,72266	856,4	5,16406	856,4	5,96484	856,4	4,74414	856,4	4,00586	856,4	2,74414	856,4	2,00586	856,4	1,31445	856,4	0,307373	856,4	-0,229736	856,4	-1,16016	856,4	-1,95703	856,4	-5,62622
856,5	2,70782	856,5	5,14648	856,5	5,93945	856,5	4,72852	856,5	3,97656	856,5	2,71484	856,5	2,01172	856,5	1,29492	856,5	0,306641	856,5	-0,228516	856,5	-1,18359	856,5	-1,96289	856,5	-5,61523
856,6	2,72461	856,6	5,14453	856,6	5,92969	856,6	4,71875	856,6	3,9707	856,6	2,72852	856,6	2,02148	856,6	1,2832	856,6	0,294922	856,6	-0,244141	856,6	-1,19531	856,6	-1,96094	856,6	-5,63477
856,7	2,7168	856,7	5,13672	856,7	5,92969	856,7	4,71484	856,7	3,96289	856,7	2,72656	856,7	2,01758	856,7	1,30078	856,7	0,291016	856,7	-0,240234	856,7	-1,18945	856,7	-1,96802	856,7	-5,6543
856,8	2,71289	856,8	5,13281	856,8	5,92773	856,8	4,70117	856,8	3,94727	856,8	2,71875	856,8	2,01563	856,8	1,29883	856,8	0,292969	856,8	-0,244141	856,8	-1,17969	856,8	-1,97461	856,8	-5,66138
856,9	2,70819	856,9	5,14374	856,9	5,92889	856,9	4,70428	856,9	3,95038	856,9	2,72382	856,9	2,01678	856,9	1,289	856,9	0,288269	856,9	-0,24884	856,9	-1,19025	856,9	-1,9754	856,9	-5,64923
857	2,69141	857	5,13086	857	5,91797	857	4,68164	857	3,93945	857	2,70703	857	2	857	1,2793	857	0,277344	857	-0,259766	857	-1,21606	857	-1,98633	857	-5,66211
857,1	2,69336	857,1	5,11798	857,1	5,92773	857,1	4,6543	857,1	3,92578	857,1	2,69727	857,1	2	857,1	1,26953	857,1	0,267578	857,1	-0,289063	857,1	-1,21875	857,1	-2,00977	857,1	-5,67578
857,2	2,71289	857,2	5,14063	857,2	5,9375	857,2	4,67773	857,2	3,93945	857,2	2,71289	857,2	2,00977	857,2	1,28906	857,2	0,271484	857,2	-0,255859	857,2	-1,19922	857,2	-2,00586	857,2	-5,64258
