Cycle: 18  gp33 Y4F  98 nM_X	Cycle: 18  gp33 Y4F  98 nM_Y	Cycle: 19  gp33 Y4F  195 nM_X	Cycle: 19  gp33 Y4F  195 nM_Y	Cycle: 20  gp33 Y4F  390 nM_X	Cycle: 20  gp33 Y4F  390 nM_Y	Cycle: 21  gp33 Y4F  390 nM_X	Cycle: 21  gp33 Y4F  390 nM_Y	Cycle: 22  gp33 Y4F  780 nM_X	Cycle: 22  gp33 Y4F  780 nM_Y	Cycle: 23  gp33 Y4F  1560 nM_X	Cycle: 23  gp33 Y4F  1560 nM_Y	Cycle: 24  gp33 Y4F  3125 nM_X	Cycle: 24  gp33 Y4F  3125 nM_Y	Cycle: 25  gp33 Y4F  3125 nM_X	Cycle: 25  gp33 Y4F  3125 nM_Y	Cycle: 26  gp33 Y4F  6250 nM_X	Cycle: 26  gp33 Y4F  6250 nM_Y	Cycle: 27  gp33 Y4F  12500 nM_X	Cycle: 27  gp33 Y4F  12500 nM_Y	Cycle: 28  gp33 Y4F  25000 nM_X	Cycle: 28  gp33 Y4F  25000 nM_Y	Cycle: 29  gp33 Y4F  25000 nM_X	Cycle: 29  gp33 Y4F  25000 nM_Y	Cycle: 30  gp33 Y4F  50000 nM_X	Cycle: 30  gp33 Y4F  50000 nM_Y	Cycle: 31  gp33 Y4F  100000 nM_X	Cycle: 31  gp33 Y4F  100000 nM_Y
246,64	-1,82421	246,74	-1,54684	246,64	-0,167311	246,74	-0,4142	246,64	-0,462819	246,74	-0,281516	246,74	-0,296805	246,74	-0,0618505	246,74	0,0683746	246,74	-0,158676	246,64	8,64697e-3	246,74	-0,0187292	246,64	-0,320516	246,64	-1,43444
246,74	-1,82109	246,84	-1,56636	246,74	-0,166153	246,84	-0,411087	246,74	-0,452682	246,84	-0,257278	246,84	-0,299545	246,84	-0,0606842	246,84	0,0714874	246,84	-0,15477	246,74	0,0226898	246,84	-0,0390472	246,74	-0,320511	246,74	-1,42937
246,84	-1,82774	246,94	-1,59564	246,84	-0,164993	246,94	-0,436829	246,84	-0,430405	246,94	-0,28186	246,94	-0,338959	246,94	-0,090332	246,94	0,0496521	246,94	-0,17038	246,84	9,8114e-3	246,94	-0,0745544	246,84	-0,327164	246,84	-1,42821
246,94	-1,85936	247,04	-1,62202	246,94	-0,179031	247,04	-0,41713	246,94	-0,455002	247,04	-0,294205	247,04	-0,334881	247,04	-0,0999298	247,04	0,0791168	247,04	-0,179184	246,94	-0,0304108	247,04	-0,0908051	246,94	-0,349014	246,94	-1,44615
247,04	-1,85722	247,14	-1,62008	247,04	-0,178848	247,14	-0,433554	247,04	-0,445053	247,14	-0,281698	247,14	-0,323965	247,14	-0,12026	247,14	0,0849705	247,14	-0,171377	247,04	-0,0271149	247,14	-0,0841579	247,04	-0,362503	247,04	-1,44987
247,14	-1,8377	247,24	-1,61265	247,14	-0,195273	247,24	-0,442123	247,14	-0,43218	247,24	-0,269572	247,24	-0,330577	247,24	-0,15031	247,24	0,0787201	247,24	-0,191299	247,14	-0,0380459	247,24	-0,0759382	247,14	-0,360556	247,14	-1,45653
247,24	-1,8127	247,34	-1,60893	247,24	-0,203842	247,34	-0,421616	247,24	-0,442703	247,34	-0,258835	247,34	-0,323746	247,34	-0,137619	247,34	0,0668182	247,34	-0,191483	247,24	-0,0356903	247,34	-0,0710602	247,24	-0,3629	247,24	-1,47878
247,34	-1,81288	247,44	-1,58745	247,34	-0,209518	247,44	-0,41576	247,34	-0,430008	247,44	-0,255726	247,44	-0,321796	247,44	-0,133717	247,44	0,0746269	247,44	-0,193439	247,34	-0,0355072	247,44	-0,0679512	247,34	-0,349411	247,34	-1,48952
247,44	-1,82069	247,54	-1,58376	247,44	-0,200912	247,54	-0,414017	247,44	-0,418289	247,54	-0,24263	247,54	-0,308341	247,54	-0,108536	247,54	0,088089	247,54	-0,165512	247,44	-0,0347137	247,54	-0,0587616	247,44	-0,357224	247,44	-1,4532
247,54	-1,81505	247,64	-1,58941	247,54	-0,186661	247,64	-0,39428	247,54	-0,384506	247,64	-0,213922	247,64	-0,286645	247,64	-0,0927057	247,64	0,105872	247,64	-0,138757	247,54	-9,30786e-4	247,64	-0,0534906	247,54	-0,339066	247,54	-1,43425
247,64	-1,82852	247,74	-1,60932	247,64	-0,195055	247,74	-0,4142	247,64	-0,367517	247,74	-0,230716	247,74	-0,296786	247,74	-0,121219	247,74	0,0851593	247,74	-0,15947	247,64	0,0277777	247,74	-0,072238	247,64	-0,314263	247,64	-1,41726
247,74	-1,86485	247,84	-1,63316	247,74	-0,22554	247,84	-0,424362	247,74	-0,370651	247,84	-0,24321	247,84	-0,320633	247,84	-0,127853	247,84	0,0765839	247,84	-0,203201	247,74	0,0207367	247,84	-0,0808258	247,74	-0,315445	247,74	-1,44579
247,84	-1,86562	247,94	-1,60601	247,84	-0,239975	247,94	-0,401112	247,84	-0,385086	247,94	-0,226612	247,94	-0,322773	247,94	-0,109303	247,94	0,0756035	247,94	-0,198322	247,84	4,34875e-3	247,94	-0,0739937	247,84	-0,331833	247,84	-1,46022
247,94	-1,87129	248,04	-1,5859	247,94	-0,22612	248,04	-0,396622	247,94	-0,366531	248,04	-0,220169	248,04	-0,322987	248,04	-0,0813751	248,04	0,0703278	248,04	-0,168442	247,94	0,0209503	248,04	-0,04216	247,94	-0,324997	247,94	-1,44948
248,04	-1,85625	248,14	-1,59663	248,04	-0,222794	248,14	-0,417127	248,04	-0,35112	248,14	-0,229749	248,14	-0,344647	248,14	-0,0862551	248,14	0,0666075	248,14	-0,170209	248,04	0,0527802	248,14	-0,0517397	248,04	-0,318558	248,04	-1,43523
248,14	-1,8748	248,24	-1,6138	248,14	-0,206198	248,24	-0,411667	248,14	-0,374738	248,24	-0,242222	248,24	-0,373539	248,24	-0,0858498	248,24	0,0267792	248,24	-0,192459	248,14	0,0588255	248,24	-0,0583534	248,14	-0,324231	248,14	-1,44676
248,24	-1,87831	248,34	-1,60622	248,24	-0,219467	248,34	-0,431778	248,24	-0,393875	248,34	-0,251419	248,34	-0,391342	248,34	-0,0919342	248,34	0,0332184	248,34	-0,184067	248,24	0,0326691	248,34	-0,0683441	248,24	-0,328903	248,24	-1,4612
248,34	-1,91173	248,44	-1,59233	248,34	-0,250931	248,44	-0,459698	248,34	-0,405807	248,44	-0,26646	248,44	-0,402843	248,44	-0,105389	248,44	0,0220833	248,44	-0,177624	248,34	0,0488739	248,44	-0,0720329	248,34	-0,324417	248,34	-1,47234
248,44	-1,94276	248,54	-1,60151	248,44	-0,264389	248,54	-0,463821	248,44	-0,411453	248,54	-0,292435	248,54	-0,427649	248,54	-0,116531	248,54	1,96838e-3	248,54	-0,201645	248,44	0,0482941	248,54	-0,0714569	248,44	-0,33165	248,44	-1,44948
248,54	-1,9539	248,64	-1,61109	248,54	-0,287247	248,64	-0,485483	248,54	-0,433151	248,64	-0,295359	248,64	-0,450907	248,64	-0,123362	248,64	-0,0107212	248,64	-0,202616	248,54	0,050827	248,64	-0,0646152	248,54	-0,343948	248,54	-1,46532
248,64	-1,97129	248,74	-1,61479	248,64	-0,292923	248,74	-0,502487	248,64	-0,445047	248,74	-0,296733	248,74	-0,474132	248,74	-0,136455	248,74	-0,0199127	248,74	-0,230545	248,64	0,0314846	248,74	-0,0562239	248,64	-0,323435	248,64	-1,47331
248,74	-1,9586	248,84	-1,61382	248,74	-0,296616	248,84	-0,520248	248,74	-0,47963	248,84	-0,298874	248,84	-0,50325	248,84	-0,146408	248,84	-0,0259552	248,84	-0,245987	248,74	0,0277863	248,84	-0,0622711	248,74	-0,338486	248,74	-1,49147
248,84	-1,9416	248,94	-1,60152	248,84	-0,295639	248,94	-0,521626	248,84	-0,475906	248,94	-0,292439	248,94	-0,496021	248,94	-0,143879	248,94	-0,0156136	248,94	-0,215321	248,84	0,0142975	248,94	-0,059742	248,84	-0,342575	248,84	-1,48073
248,94	-1,93437	249,04	-1,61363	248,94	-0,284134	249,04	-0,529037	248,94	-0,47142	249,04	-0,286179	249,04	-0,487806	249,04	-0,143478	249,04	-0,0257721	249,04	-0,207108	248,94	0,0176239	249,04	-0,0581818	248,94	-0,32637	248,94	-1,48289
249,04	-1,9203	249,14	-1,62651	249,04	-0,284897	249,14	-0,514202	249,04	-0,475723	249,14	-0,296734	249,14	-0,487804	249,14	-0,134502	249,14	-0,0132561	249,14	-0,207897	249,04	0,0277863	249,14	-0,0534782	249,04	-0,324814	249,04	-1,4817
249,14	-1,91444	249,24	-1,62593	249,14	-0,273175	249,24	-0,528458	249,14	-0,484692	249,24	-0,29146	249,24	-0,486071	249,24	-0,140947	249,24	-8,7738e-3	249,24	-0,210434	249,14	0,0250435	249,24	-0,0724354	249,14	-0,335735	249,14	-1,49421
249,24	-1,89317	249,34	-1,60835	249,24	-0,276505	249,34	-0,50618	249,24	-0,491928	249,34	-0,251602	249,34	-0,472763	249,34	-0,144852	249,34	-0,0107269	249,34	-0,210434	249,24	0,0303192	249,34	-0,064621	249,24	-0,3293	249,24	-1,4948
249,34	-1,90019	249,44	-1,60543	249,34	-0,268692	249,44	-0,478657	249,34	-0,472397	249,44	-0,244404	249,44	-0,462818	249,44	-0,118488	249,44	9,77707e-3	249,44	-0,213367	249,34	0,0233002	249,44	-0,044117	249,34	-0,307816	249,34	-1,46745
249,44	-1,90117	249,54	-1,61364	249,44	-0,234512	249,54	-0,463425	249,44	-0,467514	249,54	-0,23735	249,54	-0,421409	249,54	-0,108322	249,54	0,0238495	249,54	-0,212967	249,44	0,0363617	249,54	-0,0339508	249,44	-0,314651	249,44	-1,47234
249,54	-1,86757	249,64	-1,61577	249,54	-0,212631	249,64	-0,442127	249,54	-0,480789	249,64	-0,21294	249,64	-0,411457	249,64	-0,094471	249,64	0,0463066	249,64	-0,193256	249,54	0,0473175	249,64	-0,0396309	249,54	-0,309189	249,54	-1,46217
249,64	-1,85878	249,74	-1,60347	249,64	-0,205795	249,74	-0,441544	249,64	-0,48061	249,74	-0,208447	249,74	-0,410077	249,74	-0,0872316	249,74	0,0519562	249,74	-0,197739	249,64	0,044384	249,74	-0,0480165	249,64	-0,311329	249,64	-1,45028
249,74	-1,85899	249,84	-1,61421	249,74	-0,209915	249,84	-0,422989	249,74	-0,488998	249,84	-0,186783	249,84	-0,430588	249,84	-0,0706329	249,84	0,0615387	249,84	-0,177231	249,74	0,0480804	249,84	-0,0431366	249,74	-0,304886	249,74	-1,46452
249,84	-1,86894	249,94	-1,61244	249,84	-0,202286	249,94	-0,410293	249,84	-0,495834	249,94	-0,182265	249,94	-0,408126	249,94	-0,0590963	249,94	0,0547037	249,94	-0,153975	249,84	0,057663	249,94	-0,0413656	249,84	-0,294937	249,84	-1,4655
249,94	-1,87578	250,04	-1,60329	249,94	-0,182938	250,04	-0,387833	249,94	-0,50383	250,04	-0,178177	250,04	-0,385667	250,04	-0,0636139	250,04	0,0634918	250,04	-0,144821	249,94	0,075058	250,04	-0,0361176	249,94	-0,304092	249,94	-1,45592
250,04	-1,86113	250,14	-1,62161	250,04	-0,175735	250,14	-0,385465	250,04	-0,496628	250,14	-0,211759	250,14	-0,406735	250,14	-0,0780306	250,14	0,0619535	250,14	-0,16705	250,04	0,0724945	250,14	-0,0700655	250,04	-0,313675	250,04	-1,44481
250,14	-1,86853	250,24	-1,59331	250,14	-0,18235	250,24	-0,351303	250,14	-0,493466	250,24	-0,208059	250,24	-0,379232	250,24	-0,0583401	250,24	0,0726776	250,24	-0,174698	250,14	0,0639372	250,24	-0,0534878	250,14	-0,335538	250,14	-1,43969
250,24	-1,8625	250,34	-1,60329	250,24	-0,163803	250,34	-0,341751	250,24	-0,465164	250,34	-0,204361	250,34	-0,391525	250,34	-0,0667267	250,34	0,0744171	250,34	-0,171371	250,24	0,0824738	250,34	-0,0216522	250,24	-0,325974	250,24	-1,42116
250,34	-1,85332	250,44	-1,60697	250,34	-0,175735	250,44	-0,339578	250,34	-0,447006	250,44	-0,206094	250,44	-0,399911	250,44	-0,0633936	250,44	0,053153	250,44	-0,177804	250,34	0,0771942	250,44	-0,0191126	250,34	-0,305862	250,34	-1,3737
250,44	-1,86757	250,54	-1,62398	250,44	-0,187241	250,54	-0,335892	250,44	-0,44252	250,54	-0,199661	250,54	-0,373945	250,54	-0,0597076	250,54	0,0595856	250,54	-0,164352	250,44	0,0758209	250,54	-0,0372772	250,44	-0,320908	250,44	-1,38875
250,54	-1,85918	250,64	-1,61967	250,54	-0,199173	250,64	-0,332744	250,54	-0,460678	250,64	-0,209025	250,64	-0,370433	250,64	-0,0604658	250,64	0,0619402	250,64	-0,165111	250,54	0,0811005	250,64	-0,0310163	250,54	-0,317581	250,54	-1,40105
250,64	-1,86933	250,74	-1,61012	250,64	-0,219462	250,74	-0,324356	250,64	-0,444652	250,74	-0,19948	250,74	-0,357347	250,74	-0,0567799	250,74	0,0500031	250,74	-0,137985	250,64	0,0834551	250,74	-8,95882e-3	250,64	-0,303508	250,64	-1,40455
250,74	-1,84843	250,84	-1,61967	250,74	-0,213028	250,84	-0,347214	250,74	-0,423386	250,84	-0,220749	250,84	-0,357925	250,84	-0,0721893	250,84	0,0306854	250,84	-0,137772	250,74	0,0879364	250,84	-0,0161896	250,74	-0,287308	250,74	-1,40868
250,84	-1,84511	250,94	-1,61869	250,84	-0,196823	250,94	-0,366922	250,84	-0,427078	250,94	-0,232279	250,94	-0,335459	250,94	-0,0829258	250,94	0,0132961	250,94	-0,156321	250,84	0,0924225	250,94	-0,0456638	250,84	-0,289841	250,84	-1,41432
250,94	-1,84218	251,04	-1,62184	250,94	-0,195053	251,04	-0,371231	250,94	-0,426102	251,04	-0,24556	251,04	-0,305408	251,04	-0,0774689	251,04	0,0195465	251,04	-0,155563	250,94	0,0902863	251,04	-0,0410004	250,94	-0,303329	250,94	-1,43092
251,04	-1,8297	251,14	-1,60991	251,04	-0,20015	251,14	-0,358934	251,04	-0,409714	251,14	-0,220751	251,14	-0,311052	251,14	-0,0788441	251,14	0,038496	251,14	-0,159258	251,04	0,0859833	251,14	-0,0544605	251,04	-0,293167	251,04	-1,4243
251,14	-1,84511	251,24	-1,60502	251,14	-0,203842	251,24	-0,368881	251,14	-0,403643	251,24	-0,230329	251,24	-0,31593	251,24	-0,0770693	251,24	0,0238495	251,24	-0,15242	251,14	0,114698	251,24	-0,0417604	251,14	-0,283983	251,14	-1,43386
251,24	-1,85585	251,34	-1,60036	251,24	-0,200912	251,34	-0,373184	251,24	-0,387039	251,34	-0,2397	251,34	-0,324936	251,34	-0,100906	251,34	0,0390778	251,34	-0,160629	251,24	0,128555	251,34	-0,0429535	251,24	-0,290817	251,24	-1,45241
251,34	-1,86485	251,44	-1,59077	251,34	-0,216934	251,44	-0,402289	251,34	-0,415573	251,44	-0,238715	251,44	-0,336829	251,44	-0,108527	251,44	0,0509882	251,44	-0,152625	251,34	0,105515	251,44	-0,0509405	251,34	-0,280289	251,34	-1,46532
251,44	-1,89238	251,54	-1,60072	251,44	-0,226517	251,54	-0,429031	251,44	-0,445053	251,54	-0,253372	251,54	-0,316329	251,54	-0,104019	251,54	0,0535431	251,54	-0,15007	251,44	0,106491	251,54	-0,0491791	251,44	-0,29805	251,44	-1,4948
251,54	-1,87303	251,64	-1,60249	251,54	-0,216141	251,64	-0,471812	251,54	-0,461655	251,64	-0,26411	251,64	-0,329021	251,64	-0,107738	251,64	0,0654497	251,64	-0,161601	251,54	0,106308	251,64	-0,0575972	251,54	-0,29628	251,54	-1,49498
251,64	-1,86894	251,74	-1,60426	251,64	-0,221817	251,74	-0,479446	251,64	-0,472392	251,74	-0,276804	251,74	-0,352274	251,74	-0,110666	251,74	0,0617218	251,74	-0,164536	251,64	0,0881243	251,74	-0,0538731	251,64	-0,292979	251,64	-1,48973
251,74	-1,88048	251,84	-1,59917	251,74	-0,213821	251,84	-0,468491	251,74	-0,459702	251,84	-0,271347	251,84	-0,366714	251,84	-0,118881	251,84	0,0648651	251,84	-0,162186	251,74	0,0879364	251,84	-0,0632477	251,74	-0,291214	251,74	-1,49968
251,84	-1,86562	251,94	-1,59916	251,84	-0,220444	251,94	-0,468487	251,84	-0,47493	251,94	-0,26469	251,94	-0,376476	251,94	-0,104412	251,94	0,0590096	251,94	-0,1786	251,84	0,0883331	251,94	-0,0542717	251,84	-0,29277	251,84	-1,48561
251,94	-1,88515	252,04	-1,59858	251,94	-0,232162	252,04	-0,44136	251,94	-0,483536	252,04	-0,27388	252,04	-0,392314	252,04	-0,0940704	252,04	0,0556793	252,04	-0,18895	251,94	0,0660553	252,04	-0,0568085	251,94	-0,305283	251,94	-1,46413
252,04	-1,90294	252,14	-1,58181	252,04	-0,234329	252,14	-0,417134	252,04	-0,484116	252,14	-0,249288	252,14	-0,399343	252,14	-0,0999346	252,14	0,0822248	252,14	-0,194814	252,04	0,0537567	252,14	-0,037282	252,04	-0,307816	252,04	-1,46239
252,14	-1,87871	252,24	-1,59037	252,14	-0,243304	252,24	-0,436264	252,14	-0,480214	252,24	-0,285195	252,24	-0,412606	252,24	-0,106179	252,24	0,0619354	252,24	-0,197159	252,14	0,0549116	252,24	-0,0407801	252,14	-0,288289	252,14	-1,45769
252,24	-1,8998	252,34	-1,61559	252,24	-0,262436	252,34	-0,467331	252,24	-0,496231	252,34	-0,293991	252,34	-0,423355	252,34	-0,129807	252,34	0,0211029	252,34	-0,228592	252,24	0,0365753	252,34	-0,0581818	252,24	-0,29454	252,24	-1,45143
252,34	-1,92696	252,44	-1,62495	252,34	-0,29155	252,44	-0,478649	252,34	-0,498367	252,44	-0,26704	252,44	-0,412823	252,44	-0,12434	252,44	0,0195503	252,44	-0,228985	252,34	0,0102081	252,44	-0,0558281	252,34	-0,339645	252,34	-1,47664
252,44	-1,92265	252,54	-1,64018	252,44	-0,293106	252,54	-0,460678	252,44	-0,485092	252,54	-0,270554	252,54	-0,417496	252,54	-0,104416	252,54	-6,24084e-3	252,54	-0,237198	252,44	0,0254364	252,54	-0,0495758	252,44	-0,350601	252,44	-1,46843
252,54	-1,93086	252,64	-1,65601	252,54	-0,292709	252,64	-0,460882	252,54	-0,471024	252,64	-0,292242	252,64	-0,469641	252,64	-0,13587	252,64	-0,0322018	252,64	-0,269018	252,54	0,0250397	252,64	-0,0595455	252,54	-0,333786	252,54	-1,47389
252,64	-1,96464	252,74	-1,65385	252,64	-0,330035	252,74	-0,456772	252,64	-0,468481	252,74	-0,299847	252,74	-0,489758	252,74	-0,137615	252,74	-0,0386505	252,74	-0,281326	252,64	0,0147038	252,74	-0,0730095	252,64	-0,368353	252,64	-1,48893
252,74	-1,96913	252,84	-1,65953	252,74	-0,322006	252,84	-0,438217	252,74	-0,465958	252,84	-0,312546	252,84	-0,481766	252,84	-0,132736	252,84	-0,0501862	252,84	-0,277237	252,74	0,0141144	252,84	-0,0642242	252,74	-0,368942	252,74	-1,4864
252,84	-1,9709	252,94	-1,65913	252,84	-0,32103	252,94	-0,441361	252,84	-0,462234	252,94	-0,298112	252,94	-0,471604	252,94	-0,11165	252,94	-0,059556	252,94	-0,276841	252,84	6,48499e-3	252,94	-0,0568094	252,84	-0,370712	252,84	-1,48854
252,94	-1,96465	253,04	-1,64702	252,94	-0,311661	253,04	-0,44603	252,94	-0,450912	253,04	-0,298874	253,04	-0,473164	253,04	-0,106186	253,04	-0,0435333	253,04	-0,24324	252,94	-9,30786e-4	253,04	-0,0466461	252,94	-0,372269	252,94	-1,47917
253,04	-1,95448	253,14	-1,64293	253,04	-0,296432	253,14	-0,438039	253,04	-0,427078	253,14	-0,282277	253,14	-0,468282	253,14	-0,133718	253,14	-0,0355425	253,14	-0,228597	253,04	-5,23376e-3	253,14	-0,0288897	253,04	-0,371872	253,04	-1,49129
253,14	-1,93203	253,24	-1,62456	253,14	-0,26927	253,24	-0,445053	253,14	-0,422994	253,24	-0,268602	253,24	-0,453447	253,24	-0,130602	253,24	-0,030838	253,24	-0,198135	253,14	0,0160627	253,24	-0,0105152	253,14	-0,356069	253,14	-1,49538
253,24	-1,93477	253,34	-1,63374	253,24	-0,261459	253,34	-0,454239	253,24	-0,418289	253,34	-0,253189	253,34	-0,446213	253,34	-0,113602	253,34	-0,0283051	253,34	-0,206528	253,24	0,0219269	253,34	-0,0157928	253,24	-0,36113	253,24	-1,48952
253,34	-1,91582	253,44	-1,63685	253,34	-0,270645	253,44	-0,443678	253,34	-0,449753	253,44	-0,259413	253,44	-0,447371	253,44	-0,0932751	253,44	-0,0361156	253,44	-0,194014	253,34	0,0478973	253,44	-0,0138378	253,34	-0,368362	253,34	-1,48973
253,44	-1,90721	253,54	-1,63356	253,44	-0,262833	253,54	-0,432571	253,44	-0,461838	253,54	-0,27565	253,54	-0,449934	253,54	-0,088028	253,54	-0,0292816	253,54	-0,182114	253,44	0,0518036	253,54	8,08716e-4	253,44	-0,362503	253,44	-1,47643
253,54	-1,90117	253,64	-1,62105	253,54	-0,267715	253,64	-0,449358	253,54	-0,475327	253,64	-0,282671	253,64	-0,433519	253,64	-0,097002	253,64	-0,0117054	253,64	-0,153612	253,54	0,0469208	253,64	8,61931e-3	253,54	-0,330276	253,54	-1,46843
253,64	-1,88634	253,74	-1,60796	253,64	-0,261858	253,74	-0,436264	253,64	-0,476122	253,74	-0,263719	253,74	-0,414567	253,74	-0,0897684	253,74	-0,0122833	253,74	-0,131912	253,64	0,0265942	253,74	3,34072e-3	253,64	-0,310747	253,64	-1,45671
253,74	-1,89003	253,84	-1,6068	253,74	-0,249557	253,84	-0,437057	253,74	-0,493484	253,84	-0,27153	253,84	-0,393875	253,84	-0,0983734	253,84	-9,17053e-3	253,84	-0,104568	253,74	0,0326691	253,84	2,28882e-4	253,74	-0,311325	253,74	-1,44051
253,84	-1,88417	253,94	-1,61227	253,84	-0,250717	253,94	-0,405417	253,84	-0,487625	253,94	-0,261008	253,94	-0,372001	253,94	-0,103843	253,94	6,84452e-3	253,94	-0,0959997	253,84	0,0424347	253,94	0,0107508	253,84	-0,276962	253,84	-1,42995
253,94	-1,85722	254,04	-1,62748	253,94	-0,243301	254,04	-0,41478	253,94	-0,482956	254,04	-0,255905	254,04	-0,391126	254,04	-0,123764	254,04	0,0306854	254,04	-0,0948029	253,94	0,0607758	254,04	4,13513e-3	253,94	-0,276566	253,94	-1,42253
254,04	-1,87715	254,14	-1,63707	254,04	-0,253464	254,14	-0,4146	254,04	-0,505203	254,14	-0,267445	254,14	-0,38039	254,14	-0,127857	254,14	0,0472832	254,14	-0,0868111	254,04	0,0482941	254,14	-0,0144234	254,04	-0,272263	254,04	-1,40456
254,14	-1,88985	254,24	-1,66303	254,14	-0,253654	254,24	-0,426895	254,14	-0,494465	254,24	-0,256292	254,24	-0,368872	254,24	-0,13117	254,24	0,0431671	254,24	-0,104965	254,14	0,0551262	254,24	-0,0322018	254,14	-0,27599	254,14	-1,39071
254,24	-1,91972	254,34	-1,65327	254,24	-0,253067	254,34	-0,426895	254,24	-0,507553	254,34	-0,269974	254,34	-0,360275	254,34	-0,12532	254,34	0,0439606	254,34	-0,114731	254,24	0,0557098	254,34	-0,048996	254,24	-0,307816	254,24	-1,39909
254,34	-1,93535	254,44	-1,64408	254,34	-0,273392	254,44	-0,424357	254,34	-0,509506	254,44	-0,310405	254,44	-0,370616	254,44	-0,118876	254,44	0,0531511	254,44	-0,117259	254,34	0,0549164	254,44	-0,0698957	254,34	-0,309769	254,34	-1,41081
254,44	-1,94179	254,54	-1,64293	254,44	-0,282944	254,54	-0,423569	254,44	-0,493301	254,54	-0,309616	254,54	-0,369466	254,54	-0,129807	254,54	0,0843964	254,54	-0,104385	254,44	0,0355988	254,54	-0,0515289	254,44	-0,308395	254,44	-1,40749
254,54	-1,94569	254,64	-1,64703	254,54	-0,269272	254,64	-0,418693	254,54	-0,478836	254,64	-0,281302	254,64	-0,35012	254,64	-0,128837	254,64	0,0904322	254,64	-0,126853	254,54	0,0492706	254,64	-0,0388403	254,54	-0,29747	254,54	-1,39851
254,64	-1,92989	254,74	-1,66264	254,64	-0,257373	254,74	-0,412827	254,64	-0,4728	254,74	-0,278182	254,74	-0,363784	254,74	-0,119857	254,74	0,0814667	254,74	-0,147537	254,64	0,0455408	254,74	-0,0466452	254,64	-0,299613	254,64	-1,3987
254,74	-1,93105	254,84	-1,68239	254,74	-0,262436	254,84	-0,385696	254,74	-0,464188	254,84	-0,274857	254,84	-0,358139	254,84	-0,112625	254,84	0,0976715	254,84	-0,141098	254,74	0,0522003	254,84	-0,0527191	254,74	-0,308212	254,74	-1,38503
254,84	-1,91289	254,94	-1,68843	254,84	-0,236465	254,94	-0,405405	254,84	-0,469467	254,94	-0,277781	254,94	-0,370035	254,94	-0,10969	254,94	0,108419	254,94	-0,153788	254,84	0,0586395	254,94	-0,045084	254,84	-0,322464	254,84	-1,38914
254,94	-1,89513	255,04	-1,67591	254,94	-0,235489	255,04	-0,416336	254,94	-0,465378	255,04	-0,281693	255,04	-0,373148	255,04	-0,129227	255,04	0,0888824	255,04	-0,175278	254,94	0,0588226	255,04	-0,0685272	254,94	-0,3293	254,94	-1,41862
255,04	-1,90526	255,14	-1,66872	255,04	-0,215164	255,14	-0,413046	255,04	-0,454025	255,14	-0,282675	255,14	-0,352285	255,14	-0,108725	255,14	0,0937595	255,14	-0,178213	255,04	0,0486908	255,14	-0,0675564	255,04	-0,312881	255,04	-1,43816
255,14	-1,90117	255,24	-1,66459	255,14	-0,209917	255,24	-0,418686	255,14	-0,442129	255,24	-0,287153	255,24	-0,346205	255,24	-0,109297	255,24	0,0728607	255,24	-0,190506	255,14	0,0508213	255,24	-0,0564098	255,14	-0,29006	255,14	-1,43328
255,24	-1,8791	255,34	-1,66655	255,24	-0,225327	255,34	-0,424545	255,24	-0,434891	255,34	-0,30162	255,34	-0,387222	255,34	-0,12767	255,34	0,0619354	255,34	-0,203018	255,24	0,0435944	255,34	-0,0669708	255,24	-0,313278	255,24	-1,42995
255,34	-1,89198	255,44	-1,68043	255,34	-0,238998	255,44	-0,418105	255,34	-0,441544	255,44	-0,302199	255,44	-0,383529	255,44	-0,139968	255,44	0,0566568	255,44	-0,201644	255,34	0,0189972	255,44	-0,071456	255,34	-0,321091	255,34	-1,43465
255,44	-1,90898	255,54	-1,68316	255,44	-0,235306	255,54	-0,404831	255,44	-0,452682	255,54	-0,278366	255,54	-0,37844	255,54	-0,146225	255,54	0,0679779	255,54	-0,201248	255,44	0,0137177	255,54	-0,0515289	255,44	-0,317398	255,44	-1,4157
255,54	-1,88789	255,64	-1,68159	255,54	-0,22435	255,64	-0,406387	255,54	-0,449539	255,64	-0,301041	255,64	-0,401108	255,64	-0,139969	255,64	0,0390778	255,64	-0,174301	255,54	0,0434113	255,64	-0,0683441	255,54	-0,288864	255,54	-1,41335
255,64	-1,8875	255,74	-1,6898	255,64	-0,232564	255,74	-0,409897	255,64	-0,453842	255,74	-0,317423	255,74	-0,401865	255,74	-0,149332	255,74	0,0336151	255,74	-0,164139	255,64	0,0246429	255,74	-0,078867	255,64	-0,29512	255,64	-1,41258
255,74	-1,89687	255,84	-1,67183	255,74	-0,236862	255,84	-0,407181	255,74	-0,469864	255,84	-0,310013	255,84	-0,390549	255,84	-0,143875	255,84	0,0285187	255,84	-0,165329	255,74	0,039505	255,84	-0,0773163	255,74	-0,306442	255,74	-1,42116
255,84	-1,89415	255,94	-1,65425	255,84	-0,230606	255,94	-0,41029	255,84	-0,467514	255,94	-0,320568	255,94	-0,393291	255,94	-0,138012	255,94	0,0195503	255,94	-0,158672	255,84	0,0273895	255,94	-0,0644341	255,84	-0,293961	255,84	-1,41649
