Cycle: 3  SMARTA2-9C  98 nM_X	Cycle: 3  SMARTA2-9C  98 nM_Y	Cycle: 4  SMARTA2-9C  195 nM_X	Cycle: 4  SMARTA2-9C  195 nM_Y	Cycle: 5  SMARTA2-9C  390 nM_X	Cycle: 5  SMARTA2-9C  390 nM_Y	Cycle: 6  SMARTA2-9C  780 nM_X	Cycle: 6  SMARTA2-9C  780 nM_Y	Cycle: 7  SMARTA2-9C  1560 nM_X	Cycle: 7  SMARTA2-9C  1560 nM_Y	Cycle: 8  SMARTA2-9C  3125 nM_X	Cycle: 8  SMARTA2-9C  3125 nM_Y	Cycle: 9  SMARTA2-9C  6250 nM_X	Cycle: 9  SMARTA2-9C  6250 nM_Y	Cycle: 10  SMARTA2-9C  12500 nM_X	Cycle: 10  SMARTA2-9C  12500 nM_Y	Cycle: 11  SMARTA2-9C  25000 nM_X	Cycle: 11  SMARTA2-9C  25000 nM_Y	Cycle: 12  SMARTA2-9C  50000 nM_X	Cycle: 12  SMARTA2-9C  50000 nM_Y	Cycle: 13  SMARTA2-9C  100000 nM_X	Cycle: 13  SMARTA2-9C  100000 nM_Y
179,84	-0,187103	179,84	-0,557587	179,84	-0,554291	179,84	-0,319244	179,84	0,489044	179,84	2,61276	179,84	6,21866	179,84	10,3207	179,84	13,5001	179,84	14,4856	179,84	13,4994
179,94	-0,202698	179,94	-0,561508	179,94	-0,562805	179,94	-0,323853	179,94	0,473404	179,94	2,60107	179,94	6,19598	179,94	10,3063	179,94	13,4915	179,94	14,4673	179,94	13,4766
180,04	-0,194901	180,04	-0,558792	180,04	-0,545242	180,04	-0,310196	180,04	0,487106	180,04	2,61546	180,04	6,19914	180,04	10,3188	180,04	13,4981	180,04	14,47	180,04	13,4786
180,14	-0,191025	180,14	-0,573227	180,14	-0,551132	180,14	-0,316086	180,14	0,466324	180,14	2,60103	180,14	6,20111	180,14	10,3441	180,14	13,4923	180,14	14,4583	180,14	13,4564
180,24	-0,170486	180,24	-0,562454	180,24	-0,540359	180,24	-0,305313	180,24	0,478271	180,24	2,60204	180,24	6,21257	180,24	10,3561	180,24	13,514	180,24	14,4761	180,24	13,4678
180,34	-0,169525	180,34	-0,581024	180,34	-0,545258	180,34	-0,316071	180,34	0,457794	180,34	2,59128	180,34	6,20889	180,34	10,3571	180,34	13,5099	180,34	14,4856	180,34	13,4649
180,44	-0,16951	180,44	-0,592773	180,44	-0,549149	180,44	-0,336807	180,44	0,455811	180,44	2,59203	180,44	6,19792	180,44	10,3383	180,44	13,5079	180,44	14,4712	180,44	13,4551
180,54	-0,154266	180,54	-0,597015	180,54	-0,524139	180,54	-0,320343	180,54	0,488678	180,54	2,60068	180,54	6,19485	180,54	10,377	180,54	13,5244	180,54	14,495	180,54	13,486
180,64	-0,167587	180,64	-0,600571	180,64	-0,523056	180,64	-0,318039	180,64	0,468277	180,64	2,59712	180,64	6,17645	180,64	10,3825	180,64	13,5157	180,64	14,4915	180,64	13,4864
180,74	-0,161697	180,74	-0,604446	180,74	-0,529617	180,74	-0,325821	180,74	0,477295	180,74	2,60887	180,74	6,19328	180,74	10,3929	180,74	13,4981	180,74	14,4849	180,74	13,5032
180,84	-0,147064	180,84	-0,609344	180,84	-0,534515	180,84	-0,342438	180,84	0,491974	180,84	2,60861	180,84	6,1962	180,84	10,4186	180,84	13,4925	180,84	14,4827	180,84	13,4933
180,94	-0,148026	180,94	-0,606445	180,94	-0,521805	180,94	-0,339493	180,94	0,469482	180,94	2,6284	180,94	6,19597	180,94	10,4379	180,94	13,504	180,94	14,4719	180,94	13,4962
181,04	-0,163895	181,04	-0,626907	181,04	-0,522781	181,04	-0,369766	181,04	0,468552	181,04	2,62157	181,04	6,19035	181,04	10,4382	181,04	13,5108	181,04	14,4761	181,04	13,4971
181,14	-0,174805	181,14	-0,623413	181,14	-0,544678	181,14	-0,377991	181,14	0,460327	181,14	2,61603	181,14	6,19267	181,14	10,4287	181,14	13,5136	181,14	14,4628	181,14	13,4941
181,24	-0,167557	181,24	-0,60762	181,24	-0,533524	181,24	-0,360245	181,24	0,472168	181,24	2,6284	181,24	6,205	181,24	10,4164	181,24	13,5333	181,24	14,4759	181,24	13,5098
181,34	-0,183197	181,34	-0,594696	181,34	-0,543304	181,34	-0,349274	181,34	0,483185	181,34	2,6069	181,34	6,20499	181,34	10,4118	181,34	13,5411	181,34	14,4798	181,34	13,5216
181,44	-0,208557	181,44	-0,616196	181,44	-0,545227	181,44	-0,357056	181,44	0,471451	181,44	2,57568	181,44	6,18427	181,44	10,393	181,44	13,513	181,44	14,4693	181,44	13,5196
181,54	-0,197845	181,54	-0,599579	181,54	-0,532562	181,54	-0,32486	181,54	0,46463	181,54	2,57346	181,54	6,19424	181,54	10,4069	181,54	13,5362	181,54	14,5179	181,54	13,5316
181,64	-0,217392	181,64	-0,6035	181,64	-0,557236	181,64	-0,334641	181,64	0,449722	181,64	2,54341	181,64	6,18134	181,64	10,3783	181,64	13,5206	181,64	14,512	181,64	13,5225
181,74	-0,202713	181,74	-0,604446	181,74	-0,560867	181,74	-0,319962	181,74	0,465576	181,74	2,562	181,74	6,19133	181,74	10,3727	181,74	13,5352	181,74	14,5286	181,74	13,5372
181,84	-0,2164	181,84	-0,600555	181,84	-0,572601	181,84	-0,319977	181,84	0,465607	181,84	2,56271	181,84	6,18546	181,84	10,3813	181,84	13,5326	181,84	14,5142	181,84	13,5352
181,94	-0,227478	181,94	-0,613632	181,94	-0,566101	181,94	-0,327148	181,94	0,470108	181,94	2,55481	181,94	6,18097	181,94	10,3779	181,94	13,5378	181,94	14,4823	181,94	13,5429
182,04	-0,23201	182,04	-0,610306	182,04	-0,56282	182,04	-0,334854	182,04	0,499557	182,04	2,54442	182,04	6,1757	182,04	10,3727	182,04	13,5306	182,04	14,511	182,04	13,5762
182,14	-0,221313	182,14	-0,602783	182,14	-0,56189	182,14	-0,305359	182,14	0,513428	182,14	2,55511	182,14	6,18327	182,14	10,3646	182,14	13,5362	182,14	14,5093	182,14	13,585
182,24	-0,200027	182,24	-0,584915	182,24	-0,549149	182,24	-0,294571	182,24	0,528076	182,24	2,57054	182,24	6,18352	182,24	10,3668	182,24	13,5508	182,24	14,5286	182,24	13,6009
182,34	-0,2164	182,34	-0,58493	182,34	-0,542572	182,34	-0,308258	182,34	0,514435	182,34	2,54831	182,34	6,17178	182,34	10,3715	182,34	13,556	182,34	14,5227	182,34	13,6056
182,44	-0,209549	182,44	-0,578125	182,44	-0,524734	182,44	-0,322891	182,44	0,509521	182,44	2,55907	182,44	6,17741	182,44	10,403	182,44	13,5714	182,44	14,5288	182,44	13,6143
182,54	-0,204666	182,54	-0,577103	182,54	-0,533524	182,54	-0,321915	182,54	0,521042	182,54	2,58543	182,54	6,19328	182,54	10,4164	182,54	13,5899	182,54	14,5267	182,54	13,6302
182,64	-0,201782	182,64	-0,574219	182,64	-0,52478	182,64	-0,328796	182,64	0,540771	182,64	2,61249	182,64	6,21062	182,64	10,4225	182,64	13,596	182,64	14,519	182,64	13,6202
182,74	-0,180618	182,74	-0,56868	182,74	-0,525101	182,74	-0,318619	182,74	0,548218	182,74	2,62511	182,74	6,22319	182,74	10,4443	182,74	13,6276	182,74	14,5195	182,74	13,614
182,84	-0,191986	182,84	-0,568329	182,84	-0,530609	182,84	-0,326813	182,84	0,534943	182,84	2,60397	182,84	6,22818	182,84	10,435	182,84	13,6241	182,84	14,512	182,84	13,6058
182,94	-0,188065	182,94	-0,580078	182,94	-0,526688	182,94	-0,322891	182,94	0,529053	182,94	2,61449	182,94	6,23723	182,94	10,4342	182,94	13,6507	182,94	14,5327	182,94	13,6065
183,04	-0,190994	183,04	-0,547806	183,04	-0,519852	183,04	-0,321915	183,04	0,526169	183,04	2,63036	183,04	6,23235	183,04	10,4216	183,04	13,668	183,04	14,5501	183,04	13,6153
183,14	-0,186157	183,14	-0,548096	183,14	-0,536499	183,14	-0,322937	183,14	0,500488	183,14	2,6391	183,14	6,2321	183,14	10,4076	183,14	13,6741	183,14	14,5588	183,14	13,5987
183,24	-0,180252	183,24	-0,54097	183,24	-0,530594	183,24	-0,336563	183,24	0,488037	183,24	2,62816	183,24	6,22356	183,24	10,4205	183,24	13,6729	183,24	14,5589	183,24	13,6253
183,34	-0,194916	183,34	-0,555634	183,34	-0,550385	183,34	-0,327789	183,34	0,475372	183,34	2,62057	183,34	6,23892	183,34	10,4262	183,34	13,6837	183,34	14,565	183,34	13,6388
183,44	-0,160721	183,44	-0,560547	183,44	-0,542313	183,44	-0,315079	183,44	0,482178	183,44	2,645	183,44	6,26067	183,44	10,4291	183,44	13,6859	183,44	14,5842	183,44	13,6553
183,54	-0,151566	183,54	-0,561844	183,54	-0,549515	183,54	-0,316422	183,54	0,497238	183,54	2,64952	183,54	6,25151	183,54	10,4349	183,54	13,6755	183,54	14,5986	183,54	13,654
183,64	-0,142212	183,64	-0,553711	183,64	-0,551147	183,64	-0,307556	183,64	0,512451	183,64	2,62909	183,64	6,25652	183,64	10,4222	183,64	13,6536	183,64	14,6086	183,64	13,6485
183,74	-0,150955	183,74	-0,542923	183,74	-0,550125	183,74	-0,305313	183,74	0,49585	183,74	2,63524	183,74	6,23918	183,74	10,4342	183,74	13,6495	183,74	14,6226	183,74	13,6631
183,84	-0,167572	183,84	-0,536102	183,84	-0,55307	183,84	-0,32193	183,84	0,49295	183,84	2,64206	183,84	6,23111	183,84	10,4379	183,84	13,6205	183,84	14,636	183,84	13,6966
183,94	-0,178284	183,94	-0,554672	183,94	-0,548157	183,94	-0,332642	183,94	0,497818	183,94	2,65356	183,94	6,22552	183,94	10,4225	183,94	13,6163	183,94	14,637	183,94	13,6886
184,04	-0,185471	184,04	-0,544235	184,04	-0,551437	184,04	-0,335922	184,04	0,495316	184,04	2,6515	184,04	6,23274	184,04	10,4239	184,04	13,6142	184,04	14,6337	184,04	13,6931
184,14	-0,166626	184,14	-0,544922	184,14	-0,542358	184,14	-0,317078	184,14	0,501709	184,14	2,65082	184,14	6,26262	184,14	10,4401	184,14	13,6182	184,14	14,6636	184,14	13,7151
184,24	-0,165604	184,24	-0,5439	184,24	-0,541336	184,24	-0,341446	184,24	0,500732	184,24	2,64793	184,24	6,2636	184,24	10,4203	184,24	13,6048	184,24	14,6536	184,24	13,7188
184,34	-0,161713	184,34	-0,545135	184,34	-0,52182	184,34	-0,318024	184,34	0,5242	184,34	2,67209	184,34	6,27603	184,34	10,4235	184,34	13,5919	184,34	14,6724	184,34	13,7384
184,44	-0,150955	184,44	-0,542969	184,44	-0,51033	184,44	-0,317032	184,44	0,515381	184,44	2,68993	184,44	6,27629	184,44	10,4135	184,44	13,5831	184,44	14,6682	184,44	13,7335
184,54	-0,169495	184,54	-0,547791	184,54	-0,513977	184,54	-0,307495	184,54	0,521057	184,54	2,67529	184,54	6,27802	184,54	10,4203	184,54	13,5736	184,54	14,6536	184,54	13,7259
184,64	-0,176392	184,64	-0,552734	184,64	-0,505249	184,64	-0,301453	184,64	0,52124	184,64	2,67426	184,64	6,2841	184,64	10,4401	184,64	13,5948	184,64	14,6428	184,64	13,7374
184,74	-0,195892	184,74	-0,552704	184,74	-0,499359	184,74	-0,315094	184,74	0,5271	184,74	2,68478	184,74	6,2692	184,74	10,4642	184,74	13,6143	184,74	14,6558	184,74	13,7569
184,84	-0,188446	184,84	-0,570648	184,84	-0,507538	184,84	-0,313507	184,84	0,528717	184,84	2,68369	184,84	6,27005	184,84	10,4475	184,84	13,5945	184,84	14,6269	184,84	13,7617
184,94	-0,17926	184,94	-0,571289	184,94	-0,504211	184,94	-0,300415	184,94	0,528809	184,94	2,68115	184,94	6,2995	184,94	10,4711	184,94	13,6341	184,94	14,6216	184,94	13,7598
185,04	-0,131668	185,04	-0,553665	185,04	-0,471024	185,04	-0,273087	185,04	0,543747	185,04	2,71117	185,04	6,31242	185,04	10,5114	185,04	13,6583	185,04	14,6341	185,04	13,793
185,14	-0,13147	185,14	-0,554688	185,14	-0,466187	185,14	-0,267517	185,14	0,556396	185,14	2,72113	185,14	6,31218	185,14	10,5092	185,14	13,6671	185,14	14,6448	185,14	13,7881
185,24	-0,10408	185,24	-0,548782	185,24	-0,456375	185,24	-0,270157	185,24	0,568115	185,24	2,74071	185,24	6,31535	185,24	10,5299	185,24	13,6722	185,24	14,6402	185,24	13,8038
185,34	-0,104462	185,34	-0,541351	185,34	-0,454071	185,34	-0,25882	185,34	0,589264	185,34	2,75864	185,34	6,32352	185,34	10,5576	185,34	13,6882	185,34	14,6523	185,34	13,8269
185,44	-0,113846	185,44	-0,530518	185,44	-0,472	185,44	-0,283829	185,44	0,577881	185,44	2,73289	185,44	6,32512	185,44	10,556	185,44	13,7022	185,44	14,6448	185,44	13,8011
185,54	-0,114822	185,54	-0,524368	185,54	-0,453445	185,54	-0,26918	185,54	0,598434	185,54	2,74754	185,54	6,3405	185,54	10,5739	185,54	13,7305	185,54	14,6626	185,54	13,8126
185,64	-0,108032	185,64	-0,519531	185,64	-0,46814	185,64	-0,29364	185,64	0,588379	185,64	2,73285	185,64	6,34465	185,64	10,558	185,64	13,723	185,64	14,6467	185,64	13,8116
185,74	-0,108963	185,74	-0,530228	185,74	-0,47493	185,74	-0,30043	185,74	0,608154	185,74	2,72606	185,74	6,33391	185,74	10,5758	185,74	13,7227	185,74	14,6509	185,74	13,8138
185,84	-0,116791	185,84	-0,52829	185,84	-0,476898	185,84	-0,302399	185,84	0,594513	185,84	2,73459	185,84	6,32291	185,84	10,5785	185,84	13,7364	185,84	14,6419	185,84	13,8009
185,94	-0,119705	185,94	-0,527344	185,94	-0,495438	185,94	-0,311172	185,94	0,587646	185,94	2,72118	185,94	6,32903	185,94	10,5905	185,94	13,7542	185,94	14,6428	185,94	13,8057
186,04	-0,14119	186,04	-0,533157	186,04	-0,501297	186,04	-0,342422	186,04	0,572067	186,04	2,70946	186,04	6,32317	186,04	10,5737	186,04	13,7296	186,04	14,6487	186,04	13,7913
186,14	-0,154907	186,14	-0,533203	186,14	-0,515015	186,14	-0,357361	186,14	0,572754	186,14	2,71014	186,14	6,33365	186,14	10,567	186,14	13,7171	186,14	14,6479	186,14	13,7862
186,24	-0,150223	186,24	-0,552689	186,24	-0,550125	186,24	-0,375626	186,24	0,546646	186,24	2,68211	186,24	6,32317	186,24	10,5541	186,24	13,7159	186,24	14,6429	186,24	13,7894
186,34	-0,163666	186,34	-0,552948	186,34	-0,579681	186,34	-0,376617	186,34	0,535919	186,34	2,66159	186,34	6,31436	186,34	10,5446	186,34	13,7044	186,34	14,6438	186,34	13,7618
186,44	-0,162079	186,44	-0,548218	186,44	-0,571014	186,44	-0,357452	186,44	0,533569	186,44	2,66318	186,44	6,31668	186,44	10,5488	186,44	13,7106	186,44	14,6473	186,44	13,7536
186,54	-0,178284	186,54	-0,585876	186,54	-0,593079	186,54	-0,356079	186,54	0,522034	186,54	2,65552	186,54	6,32904	186,54	10,5346	186,54	13,6964	186,54	14,6304	186,54	13,7269
186,64	-0,16272	186,64	-0,554688	186,64	-0,581421	186,64	-0,360046	186,64	0,534912	186,64	2,65863	186,64	6,3427	186,64	10,5553	186,64	13,6976	186,64	14,6467	186,64	13,7471
186,74	-0,177322	186,74	-0,555618	186,74	-0,592117	186,74	-0,349258	186,74	0,52417	186,74	2,67137	186,74	6,32878	186,74	10,5511	186,74	13,6868	186,74	14,6458	186,74	13,7481
186,84	-0,170502	186,84	-0,546844	186,84	-0,579437	186,84	-0,345612	186,84	0,542755	186,84	2,68015	186,84	6,35831	186,84	10,5612	186,84	13,6964	186,84	14,6734	186,84	13,7726
186,94	-0,140213	186,94	-0,551758	186,94	-0,56282	186,94	-0,323868	186,94	0,557373	186,94	2,69164	186,94	6,37956	186,94	10,5765	186,94	13,7071	186,94	14,6985	186,94	13,7923
187,04	-0,142166	187,04	-0,5439	187,04	-0,551102	187,04	-0,316055	187,04	0,561325	187,04	2,71043	187,04	6,3886	187,04	10,5934	187,04	13,7005	187,04	14,6985	187,04	13,7794
187,14	-0,145508	187,14	-0,537476	187,14	-0,531006	187,14	-0,305725	187,14	0,572388	187,14	2,72076	187,14	6,38921	187,14	10,624	187,14	13,7038	187,14	14,744	187,14	13,8073
187,24	-0,158752	187,24	-0,546814	187,24	-0,534485	187,24	-0,309204	187,24	0,554459	187,24	2,72192	187,24	6,37079	187,24	10,6361	187,24	13,7113	187,24	14,7379	187,24	13,8272
187,34	-0,169525	187,34	-0,532196	187,34	-0,519135	187,34	-0,294586	187,34	0,574982	187,34	2,73386	187,34	6,371	187,34	10,654	187,34	13,6915	187,34	14,7376	187,34	13,8216
187,44	-0,142166	187,44	-0,524414	187,44	-0,50032	187,44	-0,286758	187,44	0,567139	187,44	2,73192	187,44	6,37883	187,44	10,6403	187,44	13,7071	187,44	14,7485	187,44	13,8282
187,54	-0,16658	187,54	-0,529251	187,54	-0,499344	187,54	-0,297501	187,54	0,562302	187,54	2,70946	187,54	6,37859	187,54	10,644	187,54	13,7327	187,54	14,7444	187,54	13,8526
187,64	-0,175659	187,64	-0,528564	187,64	-0,473999	187,64	-0,30072	187,64	0,568115	187,64	2,73944	187,64	6,37979	187,64	10,6595	187,64	13,7237	187,64	14,7463	187,64	13,8858
187,74	-0,183533	187,74	-0,565735	187,74	-0,483093	187,74	-0,3125	187,74	0,563614	187,74	2,73157	187,74	6,36481	187,74	10,6673	187,74	13,7204	187,74	14,7307	187,74	13,8767
187,84	-0,186127	187,84	-0,572235	187,84	-0,475922	187,84	-0,307281	187,84	0,55838	187,84	2,7446	187,84	6,36295	187,84	10,6596	187,84	13,7074	187,84	14,7464	187,84	13,889
187,94	-0,171463	187,94	-0,579102	187,94	-0,453445	187,94	-0,292618	187,94	0,539795	187,94	2,74364	187,94	6,3632	187,94	10,6637	187,94	13,7344	187,94	14,7727	187,94	13,8985
188,04	-0,164627	188,04	-0,578079	188,04	-0,479813	188,04	-0,291641	188,04	0,536911	188,04	2,73558	188,04	6,36418	188,04	10,6557	188,04	13,7452	188,04	14,7652	188,04	13,9112
188,14	-0,161743	188,14	-0,571289	188,14	-0,478149	188,14	-0,304382	188,14	0,537842	188,14	2,73773	188,14	6,3737	188,14	10,6449	188,14	13,7383	188,14	14,7571	188,14	13,92
188,24	-0,159729	188,24	-0,582947	188,24	-0,478821	188,24	-0,282837	188,24	0,53273	188,24	2,73584	188,24	6,38861	188,24	10,652	188,24	13,7591	188,24	14,7318	188,24	13,9329
188,34	-0,152924	188,34	-0,576141	188,34	-0,472015	188,34	-0,258453	188,34	0,540802	188,34	2,74533	188,34	6,40005	188,34	10,642	188,34	13,7843	188,34	14,7339	188,34	13,9229
188,44	-0,148026	188,44	-0,571289	188,44	-0,467117	188,44	-0,264542	188,44	0,530029	188,44	2,71825	188,44	6,40227	188,44	10,6539	188,44	13,8008	188,44	14,761	188,44	13,9329
188,54	-0,157181	188,54	-0,570633	188,54	-0,462601	188,54	-0,258804	188,54	0,554123	188,54	2,74815	188,54	6,41142	188,54	10,6788	188,54	13,8105	188,54	14,7831	188,54	13,9597
188,64	-0,13147	188,64	-0,583252	188,64	-0,460327	188,64	-0,256531	188,64	0,556396	188,64	2,76483	188,64	6,42473	188,64	10,6881	188,64	13,7999	188,64	14,8088	188,64	13,9554
188,74	-0,140198	188,74	-0,590759	188,74	-0,494446	188,74	-0,261353	188,74	0,552261	188,74	2,73779	188,74	6,414	188,74	10,6859	188,74	13,8028	188,74	14,8157	188,74	13,9454
188,84	-0,137299	188,84	-0,58786	188,84	-0,505219	188,84	-0,26236	188,84	0,55838	188,84	2,74655	188,84	6,41373	188,84	10,6647	188,84	13,8324	188,84	14,8101	188,84	13,9464
188,94	-0,146683	188,94	-0,576538	188,94	-0,504837	188,94	-0,260757	188,94	0,552124	188,94	2,72472	188,94	6,4185	188,94	10,665	188,94	13,8444	188,94	14,7987	188,94	13,9316
189,04	-0,155838	189,04	-0,573196	189,04	-0,494461	189,04	-0,24379	189,04	0,555466	189,04	2,71312	189,04	6,42766	189,04	10,6637	189,04	13,8216	189,04	14,7701	189,04	13,9278
189,14	-0,151962	189,14	-0,573227	189,14	-0,486679	189,14	-0,237228	189,14	0,561295	189,14	2,7104	189,14	6,41669	189,14	10,6684	189,14	13,8067	189,14	14,7669	189,14	13,9239
189,24	-0,149979	189,24	-0,581009	189,24	-0,478836	189,24	-0,234024	189,24	0,54834	189,24	2,72606	189,24	6,41008	189,24	10,6813	189,24	13,8047	189,24	14,7708	189,24	13,9329
189,34	-0,130463	189,34	-0,563446	189,34	-0,474945	189,34	-0,232086	189,34	0,573029	189,34	2,72995	189,34	6,40689	189,34	10,6996	189,34	13,8185	189,34	14,7876	189,34	13,9337
189,44	-0,143127	189,44	-0,580063	189,44	-0,503235	189,44	-0,238892	189,44	0,564224	189,44	2,73169	189,44	6,41693	189,44	10,692	189,44	13,7952	189,44	14,7717	189,44	13,9171
189,54	-0,15683	189,54	-0,576141	189,54	-0,513031	189,54	-0,248688	189,54	0,570099	189,54	2,72897	189,54	6,4313	189,54	10,6908	189,54	13,8018	189,54	14,762	189,54	13,9464
189,64	-0,165039	189,64	-0,587524	189,64	-0,534912	189,64	-0,270569	189,64	0,571655	189,64	2,73053	189,64	6,42827	189,64	10,676	189,64	13,7839	189,64	14,7648	189,64	13,9401
189,74	-0,168533	189,74	-0,574173	189,74	-0,518875	189,74	-0,269424	189,74	0,573975	189,74	2,74339	189,74	6,42082	189,74	10,6713	189,74	13,7972	189,74	14,7796	189,74	13,9561
189,84	-0,1539	189,84	-0,575165	189,84	-0,488617	189,84	-0,257477	189,84	0,589386	189,84	2,75925	189,84	6,44009	189,84	10,6918	189,84	13,8224	189,84	14,7962	189,84	13,9818
189,94	-0,155838	189,94	-0,563477	189,94	-0,502274	189,94	-0,267227	189,94	0,58667	189,94	2,76512	189,94	6,45305	189,94	10,7106	189,94	13,834	189,94	14,8079	189,94	13,9786
190,04	-0,136551	190,04	-0,568314	190,04	-0,496658	190,04	-0,258438	190,04	0,61113	190,04	2,78368	190,04	6,4821	190,04	10,7182	190,04	13,848	190,04	14,8277	190,04	14,0049
190,14	-0,153931	190,14	-0,557617	190,14	-0,514038	190,14	-0,271179	190,14	0,608154	190,14	2,77948	190,14	6,47453	190,14	10,7262	190,14	13,8497	190,14	14,8469	190,14	14,0196
190,24	-0,16658	190,24	-0,546829	190,24	-0,522781	190,24	-0,270157	190,24	0,603271	190,24	2,79735	190,24	6,48015	190,24	10,722	190,24	13,8702	190,24	14,8694	190,24	14,0374
190,34	-0,189423	190,34	-0,546234	190,34	-0,553436	190,34	-0,296906	190,34	0,592194	190,34	2,78427	190,34	6,48978	190,34	10,72	190,34	13,8779	190,34	14,8642	190,34	14,0329
190,44	-0,196838	190,44	-0,555649	190,44	-0,572571	190,44	-0,295776	190,44	0,579605	190,44	2,78735	190,44	6,49603	190,44	10,7211	190,44	13,8673	190,44	14,8599	190,44	14,0411
190,54	-0,19783	190,54	-0,54097	190,54	-0,557938	190,54	-0,283829	190,54	0,595505	190,54	2,78758	190,54	6,50359	190,54	10,737	190,54	13,8812	190,54	14,8929	190,54	14,0655
190,64	-0,179321	190,64	-0,52832	190,64	-0,525757	190,64	-0,261414	190,64	0,602295	190,64	2,80609	190,64	6,51749	190,64	10,7484	190,64	13,8926	190,64	14,9192	190,64	14,0814
190,74	-0,194885	190,74	-0,551697	190,74	-0,525696	190,74	-0,280884	190,74	0,57692	190,74	2,7854	190,74	6,52216	190,74	10,7555	190,74	13,9102	190,74	14,8951	190,74	14,0587
190,84	-0,187103	190,84	-0,545135	190,84	-0,5289	190,84	-0,278961	190,84	0,582794	190,84	2,78268	190,84	6,52725	190,84	10,766	190,84	13,9115	190,84	14,888	190,84	14,0802
190,94	-0,198792	190,94	-0,549789	190,94	-0,541321	190,94	-0,290649	190,94	0,563248	190,94	2,77686	190,94	6,50458	190,94	10,766	190,94	13,9005	190,94	14,8677	190,94	14,0626
191,04	-0,191376	191,04	-0,552094	191,04	-0,529999	191,04	-0,277374	191,04	0,565582	191,04	2,79013	191,04	6,51321	191,04	10,7708	191,04	13,9216	191,04	14,8778	191,04	14,0876
191,14	-0,195908	191,14	-0,566391	191,14	-0,54039	191,14	-0,296799	191,14	0,572037	191,14	2,77071	191,14	6,4892	191,14	10,7611	191,14	13,9105	191,14	14,8674	191,14	14,085
191,24	-0,188065	191,24	-0,578079	191,24	-0,524734	191,24	-0,301407	191,24	0,570068	191,24	2,77586	191,24	6,49187	191,24	10,7584	191,24	13,9073	191,24	14,8589	191,24	14,0804
191,34	-0,169769	191,34	-0,582001	191,34	-0,509125	191,34	-0,305328	191,34	0,597443	191,34	2,78561	191,34	6,49307	191,34	10,7748	191,34	13,8988	191,34	14,8792	191,34	14,0655
191,44	-0,156815	191,44	-0,59375	191,44	-0,516922	191,44	-0,299454	191,44	0,609863	191,44	2,78246	191,44	6,48601	191,44	10,7885	191,44	13,9014	191,44	14,9065	191,44	14,0733
191,54	-0,151321	191,54	-0,59993	191,54	-0,521194	191,54	-0,303726	191,54	0,60881	191,54	2,78722	191,54	6,49077	191,54	10,7874	191,54	13,9206	191,54	14,9269	191,54	14,082
191,64	-0,150024	191,64	-0,592773	191,64	-0,515991	191,64	-0,292664	191,64	0,606201	191,64	2,81195	191,64	6,49284	191,64	10,7816	191,64	13,929	191,64	14,9016	191,64	14,0938
191,74	-0,151932	191,74	-0,60054	191,74	-0,497635	191,74	-0,274307	191,74	0,61792	191,74	2,80687	191,74	6,49211	191,74	10,7926	191,74	13,9454	191,74	14,9056	191,74	14,1036
191,84	-0,158783	191,84	-0,605438	191,84	-0,511078	191,84	-0,264313	191,84	0,603302	191,84	2,81686	191,84	6,48135	191,84	10,8002	191,84	13,9405	191,84	14,9156	191,84	14,1078
191,94	-0,149002	191,94	-0,620361	191,94	-0,516922	191,94	-0,264297	191,94	0,598145	191,94	2,81688	191,94	6,48991	191,94	10,7936	191,94	13,9456	191,94	14,9202	191,94	14,1026
192,04	-0,145096	192,04	-0,611282	192,04	-0,518875	192,04	-0,24086	192,04	0,603317	192,04	2,84032	192,04	6,49895	192,04	10,8041	192,04	13,9678	192,04	14,9397	192,04	14,1214
192,14	-0,132446	192,14	-0,592773	192,14	-0,510132	192,14	-0,237976	192,14	0,596436	192,14	2,84003	192,14	6,51628	192,14	10,8199	192,14	13,9786	192,14	14,9622	192,14	14,1016
192,24	-0,13179	192,24	-0,584305	192,24	-0,517288	192,24	-0,219742	192,24	0,608765	192,24	2,84386	192,24	6,52202	192,24	10,8193	192,24	13,9824	192,24	14,9718	192,24	14,1081
192,34	-0,110931	192,34	-0,573212	192,34	-0,519867	192,34	-0,19693	192,34	0,606232	192,34	2,85495	192,34	6,51236	192,34	10,8402	192,34	13,9747	192,34	14,9993	192,34	14,1107
192,44	-0,13237	192,44	-0,58493	192,44	-0,545212	192,44	-0,241806	192,44	0,560089	192,44	2,83034	192,44	6,50191	192,44	10,8024	192,44	13,9564	192,44	14,9544	192,44	14,088
192,54	-0,125565	192,54	-0,56636	192,54	-0,530594	192,54	-0,236221	192,54	0,562302	192,54	2,83446	192,54	6,52238	192,54	10,7936	192,54	13,9737	192,54	14,9585	192,54	14,0804
192,64	-0,144165	192,64	-0,59082	192,64	-0,529663	192,64	-0,23407	192,64	0,553467	192,64	2,84125	192,64	6,50456	192,64	10,8011	192,64	13,9564	192,64	14,9524	192,64	14,0801
192,74	-0,149994	192,74	-0,598602	192,74	-0,519867	192,74	-0,220367	192,74	0,551514	192,74	2,84592	192,74	6,51749	192,74	10,807	192,74	13,9532	192,74	14,9693	192,74	14,086
